distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
506,0.10,-0.18,0.72,0.27,3.47,0.88,5,5,MISS,0.29
537,0.10,0,0.60,0,56.47,0.96,8,2,MISS,-0.86
552,0.10,-1.23,0.66,-0.12,36,0.75,7.90,8,MISS,0.33
531,0.10,-4.57,0.62,-0.81,70.84,0.48,6.57,20,MISS,-0.73
395,1.99,-0.28,0.78,0,59.76,0.83,1.98,0,MISS,-1.00
419,1.99,-0.84,0.63,-0.40,65.64,0.87,7.96,13,MISS,0.43
417,1.99,-3.56,0.63,-0.98,71.90,0.82,7.16,27,MISS,-0.61
468,1.99,0.42,0.56,0,52.97,0.93,7.99,5,MISS,-0.86
505,1.99,-1.29,0.70,-0.48,71.31,0.82,7.90,16,MISS,-0.06
509,1.99,-0.08,0.83,0.32,42.95,0.86,1,1,MISS,0.50
527,1.99,0,0.77,-0.03,43.93,0.84,0,1,MISS,-0.20
522,1.99,-0.57,0.62,0.46,29.98,0.93,6.98,7,MISS,-0.54
520,1.99,-1.07,0.70,0.03,43.96,0.78,7.93,9,MISS,0.39
521,1.99,0,0.76,-0.51,35.97,0.85,0,2,HIT,0.19
528,1.73,0,0.77,0.35,11,0.81,0,4,MISS,0.60
489,1.58,-0.06,0.55,0.09,47.45,0.94,8,9,MISS,0.33
488,1.80,-0.12,0.65,0.44,71.96,0.93,8,23,MISS,-0.69
506,1.80,-0.37,0.68,-0.34,46.94,0.93,8,7,MISS,-0.32
495,1.65,-0.05,0.82,0.31,42.99,0.85,1,1,MISS,0.97
498,1.51,-0.15,0.68,-0.20,71.76,0.94,8,19,MISS,0.35
492,1.40,-0.13,0.74,0.51,10.04,0.92,4,4,MISS,-0.59
511,1.30,-0.56,0.68,0.04,31,0.89,7.48,7,MISS,0.32
508,1.21,-0.32,0.68,-0.47,71.92,0.67,8,20,MISS,-0.73
524,1.13,-0.79,0.58,0.41,44,0.94,7.96,9,MISS,0.33
520,1.05,-0.55,0.65,-0.55,65.91,0.93,7.98,9,MISS,-0.63
538,0.51,-0.68,0.76,0.49,3.02,0.91,4.95,5,MISS,0.87
533,0.20,-0.90,0.64,-0.30,59.93,0.85,7.95,6,HIT,0.54
520,0.20,-2.56,0.62,0.75,68.38,0.56,7.58,3,MISS,-0.28
518,0.20,-0.68,0.53,-0.10,39.30,0.94,7.97,8,BULLETHITBULLET,0.57
512,0.19,0,0.81,0.57,8.96,0.42,0,5,MISS,-0.70
513,0.20,-0.24,0.62,0,55.97,0.95,8,4,MISS,-0.89
514,0.19,-0.58,0.62,-0.17,43.97,0.91,7.98,9,MISS,0.41
498,0.19,-0.39,0.61,-0.83,72,0.77,8,20,MISS,-0.50
485,0.19,-0.03,0.67,0.43,24,0.88,3,2,MISS,0.99
483,0.18,-0.11,0.59,0.46,68.97,0.94,8,13,MISS,0.71
478,0.10,-0.07,0.58,0.94,72,0.92,8,24,MISS,0.01
477,0.10,0,0.77,0.71,36,0.82,0,2,MISS,0.80
476,0.10,0.14,0.67,0.14,26.73,0.96,6.75,7,MISS,1.00
470,0.10,0.07,0.57,0.75,71.99,0.92,8,19,MISS,1.00
457,0.10,0.29,0.59,0.94,72,0.84,8,30,HIT,0.96
413,0.10,-4.96,0.52,0.99,70.84,0.56,6.28,42,MISS,-0.23
358,0.10,0.37,0.29,0.31,27.49,0.77,0.33,0,BULLETHITBULLET,0.70
374,0.10,1.71,0.39,0.58,63.95,0.96,7.81,12,BULLETHITBULLET,0.89
388,0.10,1.76,0.49,0,59.99,0.93,7.80,7,MISS,-0.76
409,0.10,1.02,0.58,-0.09,26.04,0.90,6.93,7,MISS,0.26
418,0.10,0.39,0.64,0.32,11.45,0.91,3.48,3,MISS,-0.41
425,0.10,0.16,0.71,0.02,1.52,0.82,3.50,3,MISS,0.10
423,0.10,0,0.79,0.39,43.37,0.59,0,1,MISS,-0.57
437,0.10,0.50,0.65,-0.34,44.97,0.95,4.98,1,MISS,0.15
425,0.10,0,0.79,0.20,3,0.73,0,1,HIT,0.60
426,0.10,0.19,0.74,0.09,12,0.79,2,1,HIT,0.54
406,0.10,0,0.77,0.41,30.65,0.52,0,0,MISS,-0.10
448,0.10,0.19,0.69,0,16.50,0.87,2.49,2,BULLETHITBULLET,0.63
444,0.10,0.57,0.55,-0.34,44,0.95,7.98,9,BULLETHITBULLET,0.82
425,0.10,-0.71,0.69,0,52.12,0.75,3.94,0,MISS,-1.00
474,0.10,0.06,0.60,-1,72,0.97,8,21,MISS,-0.93
475,0.10,0.02,0.66,-0.07,26,0.96,7,7,MISS,0.75
475,0.12,0.11,0.60,-0.80,71.90,0.92,8,18,MISS,0.05
471,0.16,-0.35,0.72,0.69,26.97,0.90,4.99,5,MISS,-0.82
482,0.19,-0.09,0.64,0.15,26,0.94,7,7,MISS,0.39
488,0.21,-0.17,0.73,0.50,3.13,0.95,5,5,MISS,-0.55
470,0.20,0.12,0.68,0.09,3.12,0.94,5,5,MISS,1.00
484,0.10,-0.11,0.59,-0.44,71.98,0.95,8,16,HIT,0.96
483,0.10,0,0.59,0.90,72,0.94,8,27,MISS,0.72
497,0.10,-0.09,0.61,0.90,71.76,0.78,8,38,MISS,-0.06
496,0.10,-1.89,0.78,0.31,23.63,0.55,2.33,1,MISS,-0.26
501,0.10,-0.29,0.56,0,47.23,0.95,8,9,MISS,-0.50
490,0.10,-0.12,0.76,-0.30,16.02,0.75,3,0,MISS,0.37
454,0.10,0,0.41,0.46,51.77,0.82,0,0,MISS,0.27
459,0.10,0.26,0.53,0.22,23.57,0.96,6.74,7,MISS,-0.49
484,0.10,-0.12,0.55,-0.26,40,0.95,8,8,MISS,0.42
501,0.10,-0.43,0.61,-0.87,72,0.95,7.99,19,MISS,-0.75
482,0.10,0,0.65,0.50,15.08,0.95,6,6,HIT,0.96
462,0.10,0.44,0.58,0.58,71.85,0.95,7.99,20,MISS,0.31
478,0.10,0,0.82,0.39,41,0.82,0,1,MISS,0.21
490,0.10,-0.03,0.65,0.13,21.98,0.92,6,6,MISS,-0.13
527,1.99,-0.17,0.70,0,72,0.89,8,28,BULLETHITBULLET,-0.71
538,1.99,-1.04,0.70,-0.11,44,0.91,7.93,9,MISS,-0.44
560,1.99,-1.19,0.67,0,50.90,0.90,7.91,10,MISS,-0.10
571,1.99,-0.80,0.75,-0.41,60.90,0.77,5.95,2,HIT,-0.82
574,1.99,-1.50,0.71,0.21,47.49,0.81,7.86,9,MISS,0.84
536,1.99,-1.57,0.79,0.71,50.84,0.58,3.68,2,BULLETHITBULLET,-0.78
562,1.99,-1.11,0.77,-0.52,60.99,0.70,5.90,2,MISS,0.43
484,1.99,-0.03,0.38,0.47,26.83,0.90,5,2,HIT,-0.75
464,1.99,-5.33,0.61,-0.19,53.86,0.54,5.96,10,HIT,0.29
445,1.99,0,0.66,0.44,19.07,0.80,0,0,BULLETHITBULLET,0.13
453,1.99,-2.10,0.75,-0.04,12.30,0.80,4.54,5,MISS,-0.58
443,1.99,0.60,0.60,-0.04,50.99,0.92,7.98,10,MISS,0.38
473,1.99,0.04,0.67,0.44,72,0.92,8,24,MISS,0.06
449,1.99,0.15,0.82,-0.14,14.25,0.89,2.24,2,MISS,-0.54
486,1.99,-0.14,0.68,0.01,44,0.92,8,9,HIT,0.30
466,1.99,-1.98,0.68,-0.44,71.83,0.88,7.75,23,MISS,-0.44
475,1.80,-0.02,0.76,-0.12,41.99,0.89,4,1,MISS,0.12
460,1.80,0.49,0.66,0.19,35.98,0.93,7.99,8,MISS,-0.85
462,1.80,0.39,0.70,-0.04,26,0.92,6.99,7,HIT,0.78
495,0.39,-0.05,0.63,-0.71,71.67,0.96,8,22,MISS,0.31
527,1.80,0,0.79,0.30,25.97,0.85,0,1,MISS,-0.36
527,0.21,-0.35,0.80,0.08,15,0.86,2.98,3,MISS,0.42
512,0.21,-1.54,0.62,-0.25,70.93,0.73,7.85,15,MISS,-0.60
498,0.20,-0.19,0.62,-0.18,43.41,0.94,6.50,4,MISS,-0.09
506,0.29,-0.21,0.78,0.31,22,0.85,3,3,MISS,0.38
498,0.41,-0.25,0.68,0.40,44.89,0.66,0.97,0,MISS,0.03
509,0.10,0,0.68,-0.03,3.98,0.81,0,1,MISS,-0.27
522,0.10,0,0.70,-0.07,9.99,0.82,0,1,MISS,0.30
502,0.10,-0.15,0.56,-0.14,4.69,0.92,4,4,MISS,1.00
493,0.10,-0.14,0.58,0.42,70.86,0.97,8,15,HIT,0.90
496,0.10,-0.26,0.62,0.88,71.84,0.96,8,26,MISS,1.00
480,0.10,-0.13,0.60,0.89,71.99,0.91,8,37,MISS,0.76
451,0.10,-1.79,0.55,0.88,71.69,0.81,7.80,48,MISS,0.17
405,0.10,-1.58,0.73,0.75,33.96,0.69,2.55,3,MISS,-0.54
389,0.10,1,0.49,-0.27,32.91,0.91,4.90,3,MISS,0.00
392,0.10,-0.32,0.75,0.25,24.98,0.73,0.95,1,MISS,0.32
390,0.11,0,0.76,0.31,26.94,0.62,0,2,MISS,-0.46
414,0.15,0.40,0.63,-0.02,3.10,0.90,2.97,3,MISS,0.35
417,0.10,0,0.80,0.37,37.96,0.75,0,1,MISS,0.30
407,0.10,0,0.77,0.03,4,0.76,0,1,MISS,-0.06
421,0.10,0.37,0.68,0.23,8.98,0.90,2.98,3,MISS,1.00
421,0.10,1.24,0.53,0.62,68.70,0.95,7.90,7,HIT,0.89
428,0.10,0.82,0.54,0.52,71.93,0.94,7.96,18,MISS,0.47
415,0.10,0.99,0.55,0.50,72,0.85,7.94,29,MISS,-0.57
414,0.10,0.91,0.59,0.50,15.02,0.96,5.93,6,MISS,0.15
416,0.10,0.34,0.75,0.29,12.34,0.86,2.98,3,MISS,-0.31
428,0.10,0.38,0.72,0.14,15,0.88,2.98,3,MISS,1.00
432,0.10,0.83,0.53,0.54,70.79,0.96,7.96,15,MISS,0.37
410,0.10,-0.23,0.66,0.50,65.94,0.90,4,0,MISS,-0.25
381,0.10,0.43,0.72,-0.22,26.94,0.89,2.97,0,MISS,-0.15
371,0.10,0.62,0.69,0.03,7.49,0.86,2.94,3,BULLETHITBULLET,0.95
403,0.10,1.70,0.52,0,39.90,0.94,7.82,8,MISS,-0.89
398,0.10,1.37,0.59,-0.09,25.98,0.96,6.86,7,MISS,0.48
408,0.10,0.35,0.67,0.51,65.56,0.82,3.98,0,MISS,-0.13
434,0.10,0,0.81,-0.04,6,0.75,0,1,MISS,0.23
421,0.10,0.52,0.68,0.04,16,0.80,4.97,6,MISS,0.08
409,0.10,0,0.77,0.17,6.01,0.70,0,2,MISS,-0.65
417,0.10,1.08,0.61,-0.30,32.98,0.96,6.92,6,MISS,0.23
427,0.10,0.10,0.78,0.35,42.81,0.82,1,1,HIT,0.24
425,0.10,0.12,0.79,0.14,15,0.82,1,1,MISS,0.66
437,0.10,0.55,0.70,0.14,20.96,0.90,4.97,4,MISS,0.91
421,0.10,-2.26,0.55,0.56,71.20,0.77,7.67,16,MISS,0.52
361,0.10,0,0.75,0.41,36.88,0.47,0,0,MISS,-0.18
355,0.10,2.04,0.42,0.56,65.84,0.96,7.74,8,BULLETHITBULLET,0.81
335,0.10,1.63,0.20,-0.02,9.49,0.93,4.73,5,HIT,0.95
368,0.10,1.94,0.36,0,72,0.93,7.76,19,MISS,-0.60
386,0.10,0.89,0.66,-0.31,35.87,0.90,3.90,1,HIT,0.95
423,0.10,1.23,0.54,0.39,46.79,0.95,7.91,7,HIT,0.82
391,0.10,-1.50,0.49,0.69,68.56,0.89,7.86,4,MISS,0.07
341,0.10,0.86,0.64,0.37,22,0.88,2.88,3,BULLETHITBULLET,0.94
390,0.10,0.58,0.70,0,17.99,0.87,2.94,5,BULLETHITBULLET,0.95
381,0.10,0.66,0.72,0,20.98,0.89,2.93,3,MISS,-0.82
394,0.10,-0.10,0.53,-0.33,43.98,0.92,8,9,MISS,0.41
421,0.10,0,0.79,0.43,3.08,0.70,0,3,MISS,-0.83
433,0.10,0.92,0.53,-0.33,43.97,0.97,7.95,9,MISS,0.11
424,0.10,-0.15,0.79,0.42,42.97,0.84,0.99,1,MISS,0.98
414,0.10,-0.78,0.55,0.43,58.97,0.92,7.96,3,MISS,0.40
439,0.10,0.25,0.57,0.54,21.98,0.90,2.99,3,MISS,0.35
474,0.10,0,0.83,0.36,6,0.77,0,6,HIT,-0.80
402,1.99,1.36,0.67,0,25.97,0.88,6.87,7,MISS,-0.42
449,1.99,0.44,0.65,-0.24,44.81,0.93,4.98,1,MISS,0.13
464,1.99,0,0.73,0.18,26.98,0.84,0,2,MISS,-0.39
492,1.99,-0.02,0.82,0.17,4,0.78,2,2,MISS,0.36
504,1.99,-0.44,0.70,-0.31,50.96,0.83,7.99,9,HIT,0.27
479,1.99,0,0.68,0.36,0,0.84,0,8,HIT,-0.25
461,1.99,-0.08,0.78,0.07,1,0.67,2,2,MISS,-0.25
438,1.99,0.25,0.52,-0.18,8.76,0.88,2.49,2,MISS,0.30
446,1.99,0.52,0.58,-0.14,54,0.92,7.98,10,MISS,-0.54
464,1.99,-0.06,0.77,0.02,38.92,0.81,4,0,MISS,0.41
412,1.99,0,0.55,0.47,43.72,0.81,0,1,MISS,0.38
402,1.99,-0.92,0.78,0.06,5.21,0.53,1.19,1,MISS,-0.28
405,1.99,0,0.67,-0.34,37.87,0.80,0,1,MISS,-0.49
404,1.99,-0.08,0.72,-0.17,23.75,0.63,5,5,MISS,-0.11
410,1.99,0.28,0.49,0.39,23.90,0.87,1.98,2,HIT,0.38
413,1.80,0.44,0.65,0.37,41.90,0.89,2.97,0,MISS,-0.04
418,1.99,0,0.64,0,1,0.80,0,0,MISS,0.45
421,1.80,0.93,0.62,0.29,63.97,0.91,7.95,12,BULLETHITBULLET,0.64
413,1.99,0.47,0.78,-0.04,6,0.68,2.96,14,MISS,-0.80
434,1.80,0,0.81,-0.77,42.97,0.81,0,1,MISS,0.96
459,1.80,0.37,0.66,0.32,56.89,0.93,8,10,HIT,0.37
424,0.40,0.82,0.56,0.88,72,0.94,7.96,24,MISS,-0.39
383,0.39,1.07,0.67,0.44,26.99,0.93,4.89,2,MISS,0.11
373,1.80,1.26,0.65,0.23,15.77,0.91,5.87,6,MISS,-0.12
392,1.80,0,0.79,-0.07,29.98,0.79,0,2,MISS,0.71
394,1.80,1.53,0.63,0.22,47.37,0.94,7.85,9,MISS,0.13
407,1.80,0,0.78,0.45,51.77,0.76,0,0,HIT,0.15
407,1.75,1.11,0.66,-0.25,26.02,0.87,6.91,7,MISS,-0.26
420,1.99,0.86,0.60,0.22,15,0.94,5.94,6,BULLETHITBULLET,-0.16
436,1.82,0.77,0.63,-0.14,43.95,0.94,7.96,9,BULLETHITBULLET,0.11
421,1.99,1.27,0.66,0,50.94,0.82,7.90,10,MISS,-0.97
409,0.67,1.09,0.55,-0.89,72,0.93,7.93,25,MISS,-0.62
392,0.56,1.35,0.60,-0.43,58.78,0.94,6.87,1,MISS,-0.37
420,1.37,1.23,0.61,-0.32,53.76,0.93,7.91,10,MISS,-1.00
413,0.43,1.34,0.57,-0.23,43.94,0.96,7.89,9,HIT,0.95
425,0.40,1.09,0.56,-0.87,71.60,0.94,7.92,20,MISS,0.40
425,0.68,0.87,0.57,0.49,71.97,0.88,7.95,31,MISS,-0.47
415,0.28,1.04,0.62,0,35.98,0.92,5.91,2,HIT,0.09
423,0.25,0,0.81,0.10,4,0.81,0,6,MISS,0.41
434,0.40,0.73,0.71,0,52.81,0.83,4.95,2,BULLETHITBULLET,0.15
441,0.34,1.06,0.58,0,43.97,0.96,7.93,9,MISS,-0.94
450,0.31,0.31,0.65,0,15.08,0.88,6,6,MISS,0.64
449,0.37,-0.08,0.75,0.71,59.63,0.55,2,0,HIT,0.37
675,1.99,-0.05,0.59,0,71.90,0.86,8,27,MISS,-0.54
674,1.99,-3.13,0.74,-0.05,49.20,0.78,7.36,10,MISS,0.54
612,1.99,-1.19,0.80,-0.47,50.98,0.71,3.82,2,MISS,0.43
558,1.99,-0.47,0.82,0.32,21.11,0.61,1.16,1,MISS,0.53
484,1.99,-6.04,0.70,0.30,58.96,0.48,5.24,4,MISS,-0.01
450,1.99,0,0.81,0.51,11.96,0.37,0,2,MISS,-0.32
429,1.99,1.11,0.24,0.07,14.11,0.91,5.39,5,MISS,0.28
424,1.99,0.30,0.36,-0.26,33,0.89,2.98,0,MISS,0.37
439,1.99,0,0.82,0.26,0,0.56,0,8,MISS,-0.62
456,1.99,0.13,0.69,-0.35,29.95,0.87,2,2,MISS,-0.41
474,1.99,0.04,0.79,0.23,22,0.81,3,3,HIT,0.38
466,1.56,0.44,0.66,-0.24,71.74,0.71,7.99,17,MISS,-0.41
475,1.44,0.16,0.57,0.54,26,0.93,7,7,MISS,0.28
474,1.06,0.31,0.64,-0.36,61.83,0.95,8,10,MISS,-0.65
484,1,0,0.75,0.29,36,0.82,4,1,MISS,0.60
478,0.94,-0.97,0.62,0.43,68.42,0.69,7.94,12,MISS,-0.23
463,0.88,-1.96,0.77,0.58,15.82,0.54,2.27,2,MISS,-0.90
449,0.84,0.66,0.55,-0.42,65.81,0.94,7.97,13,MISS,1.00
441,0.79,0.59,0.62,0.56,71.95,0.96,7.98,27,MISS,0.45
419,0.36,0.91,0.57,1,72,0.96,7.95,39,MISS,-0.56
396,0.13,1.59,0.53,-0.32,52.37,0.96,7.84,10,MISS,-0.74
401,0.13,0.75,0.66,0.08,5.68,0.93,4.94,5,HIT,0.89
415,0.12,1.15,0.55,-0.68,71.96,0.83,7.92,16,HIT,0.80
394,0.10,-2.25,0.68,0.55,50.85,0.49,4.46,2,MISS,0.06
331,0.10,0.54,0.23,0.42,40.04,0.76,0.84,1,HIT,0.23
345,0.10,0.31,0.40,0.22,15.30,0.80,0.95,1,MISS,1.00
367,0.10,2.06,0.44,0.54,61.92,0.93,7.73,12,MISS,0.40
382,0.10,0.61,0.72,0.48,22.56,0.88,2.94,3,MISS,-0.66
382,0.10,0.97,0.65,-0.02,7.73,0.93,4.90,5,MISS,0.38
384,0.10,0.24,0.64,0.55,65.93,0.91,4,0,MISS,-1.00
405,0.10,1.25,0.52,-0.39,44,0.94,7.90,9,MISS,0.45
446,1.99,0.98,0.65,0,71.65,0.90,7.94,28,MISS,-0.58
446,1.99,0.78,0.64,-0.05,35.95,0.91,7.96,8,HIT,0.44
445,1.99,0,0.81,0.37,28.99,0.78,0,1,BULLETHITBULLET,0.19
461,1.99,0.17,0.78,0,7,0.80,3,3,MISS,-1.00
450,1.99,0.39,0.67,-0.24,57,0.93,8,11,MISS,1.00
433,1.99,0.68,0.64,-0.72,72,0.91,7.97,25,MISS,0.78
421,1.99,0.89,0.66,0.82,59.94,0.94,7.95,5,HIT,0.37
387,1.99,0,0.72,0.78,43.95,0.80,0,1,MISS,-0.50
370,1.99,0.73,0.74,0.30,9.99,0.75,3.42,3,HIT,0.34
358,1.99,-3.16,0.64,-0.47,67.87,0.49,6.25,1,MISS,-0.36
387,1.99,0.35,0.58,-0.34,52,0.85,1.97,0,MISS,0.03
378,1.99,0,0.54,0,2.02,0.81,0,2,HIT,0.40
379,1.99,0.20,0.52,0.01,2.28,0.85,0.98,1,MISS,0.95
400,1.99,0.62,0.69,0.34,49.91,0.90,3.95,2,MISS,1.00
429,1.99,0.95,0.64,0.86,71.98,0.92,7.94,18,MISS,0.64
467,1.99,0,0.83,0.66,43.90,0.83,0,1,MISS,-0.67
468,1.99,0.23,0.73,-0.12,23.50,0.93,6.50,6,MISS,0.29
461,1.99,0.11,0.77,0.49,12.01,0.88,3,3,MISS,-0.30
475,1.99,0.05,0.79,0.22,24,0.86,2,2,MISS,0.73
496,1.99,-0.25,0.69,-0.19,71.78,0.93,8,16,HIT,0.04
445,1.99,0.14,0.78,0.70,25.97,0.88,3,4,MISS,-0.50
427,1.99,0.17,0.78,-0.50,35.84,0.89,3,0,BULLETHITBULLET,-0.77
461,1.99,0.54,0.66,0,57,0.86,7.98,11,MISS,-1.00
445,1.99,0.47,0.65,-0.21,57,0.92,7.99,11,MISS,1.00
422,1.99,0.91,0.65,-0.76,72,0.93,7.95,25,MISS,0.76
424,1.82,1,0.65,0.81,59.94,0.94,7.94,5,MISS,0.02
455,1.67,0,0.83,0.77,43.89,0.83,0,1,MISS,-0.93
485,1.53,-0.14,0.66,0.14,51,0.92,8,10,MISS,0.78
504,1.41,-1.67,0.66,-0.73,70.89,0.79,7.82,9,MISS,0.71
464,1.29,-1.77,0.78,0.71,33.97,0.63,2.42,3,MISS,0.69
391,1.56,-6.35,0.62,0.61,50.97,0.51,4.86,8,MISS,-0.15
384,1.20,1.71,0.44,0.51,67.97,0.93,7.81,4,BULLETHITBULLET,0.29
337,1.31,0.85,0.33,0.30,18.47,0.86,1.81,2,MISS,0.74
402,1.01,1.42,0.57,0,62,0.93,7.87,12,HIT,-0.68
484,1.99,0.37,0.65,0,71.74,0.90,8,27,MISS,-0.92
498,1.99,-0.10,0.69,-0.17,50.89,0.83,8,10,MISS,0.48
467,1.99,-3.14,0.68,-0.84,71.22,0.71,7.36,26,MISS,-0.31
422,1.99,0.93,0.51,0.49,38.96,0.91,3.89,0,MISS,-0.21
425,1.99,0.40,0.62,-0.29,26.94,0.89,2.97,1,MISS,-0.70
421,1.99,-2,0.66,-0.03,56.14,0.47,7.75,11,MISS,-0.12
411,1.99,-1.57,0.78,-0.69,26.56,0.47,1.24,3,MISS,-0.94
446,1.99,0.60,0.51,0,59.50,0.92,7.98,11,MISS,0.57
447,1.99,0.62,0.61,-0.76,68.86,0.91,7.98,10,MISS,-0.35
482,1.80,0.11,0.62,0.06,43.89,0.88,8,9,MISS,-0.28
453,1.74,0.11,0.68,0.33,33,0.87,2,2,MISS,1.00
456,1.60,0.45,0.66,-0.19,71.93,0.92,7.99,18,MISS,0.56
469,1.47,0.22,0.66,0.99,72,0.81,8,32,MISS,-0.38
458,1.26,0.10,0.74,0.42,53.98,0.92,4,1,BULLETHITBULLET,0.58
472,1.36,0.05,0.66,0.08,20,0.91,4,2,MISS,0.87
449,1.18,0.22,0.79,0,32.97,0.74,3,2,MISS,-0.93
453,1.10,0.45,0.60,-0.26,50.95,0.95,7.99,10,MISS,1.00
438,1.03,0.61,0.59,-0.84,72,0.92,7.98,23,MISS,0.74
422,0.49,0.30,0.55,0.90,71.98,0.79,8,11,BULLETHITBULLET,0.75
393,0.47,0.60,0.47,0.74,22.10,0.90,2.94,3,MISS,0.20
385,0.46,0.85,0.59,0.18,24.97,0.90,3.91,0,MISS,-0.31
382,0.44,-0.90,0.73,0,2.05,0.72,1.79,2,HIT,0.28
347,0.43,0,0.46,0.36,48.87,0.76,0,0,HIT,0.27
357,0.46,0.78,0.44,0.11,10,0.89,2.90,6,MISS,0.43
373,0.20,-0.10,0.73,0.35,30.20,0.79,2,2,MISS,-0.96
379,0.20,1.64,0.50,-0.45,46.99,0.94,7.83,7,MISS,0.52
367,0.19,0.68,0.68,0.50,33.96,0.86,2.92,3,MISS,-0.59
373,0.19,0.88,0.67,-0.06,7.11,0.90,3.90,4,HIT,0.96
409,0.19,1.12,0.55,0.62,59.94,0.90,7.92,5,MISS,0.02
414,0.10,0.35,0.64,0.39,22.14,0.91,2.98,3,BULLETHITBULLET,0.96
423,0.10,0.88,0.54,0.47,69,0.95,7.95,14,MISS,0.43
427,0.10,-0.32,0.68,0.47,65.94,0.91,3.99,0,MISS,-0.30
428,0.10,0.08,0.78,-0.21,27,0.82,1,0,MISS,0.09
430,0.10,0,0.78,0.07,6,0.78,0,6,MISS,0.22
447,0.10,0.10,0.75,-0.02,3,0.86,2,17,MISS,-0.93
446,0.10,0.45,0.64,-0.28,43.48,0.94,6.48,1,MISS,0.55
424,0.10,0,0.79,0.55,27.95,0.79,0,3,MISS,-0.77
451,0.10,0.38,0.61,-0.19,28,0.93,6.99,16,MISS,0.38
460,0.10,0.25,0.58,0.49,72,0.96,8,27,MISS,-0.53
453,0.10,0.31,0.66,-0.48,33,0.96,6,3,BULLETHITBULLET,0.95
464,0.10,0.72,0.58,0,50.91,0.95,7.97,10,MISS,-0.67
459,0.10,0.29,0.58,-0.28,57,0.96,8,11,MISS,-0.48
465,0.10,0.06,0.73,0.21,14.03,0.90,3.50,3,MISS,1.00
466,0.10,0.14,0.57,-0.36,70,0.94,8,14,HIT,0.89
432,0.10,-1.67,0.53,1,71.53,0.89,7.82,11,MISS,0.48
432,1.99,1.27,0.64,0,70.87,0.91,7.90,25,MISS,-0.30
463,1.99,0,0.84,-0.10,30.96,0.72,0,1,MISS,-0.10
479,1.99,0.05,0.78,0.26,39,0.69,4,0,MISS,-0.27
524,1.99,-0.72,0.68,-0.05,30,0.90,6.96,7,BULLETHITBULLET,0.75
503,1.99,0,0.83,-0.35,37.94,0.74,0,1,MISS,-0.33
520,1.99,-0.68,0.62,-0.11,43.99,0.91,7.97,9,BULLETHITBULLET,0.31
524,1.99,-0.24,0.70,0,59.96,0.71,8,7,MISS,-0.97
515,1.99,-0.67,0.69,-0.69,72,0.76,7.97,25,MISS,-0.33
511,1.99,-0.13,0.53,0.31,33.02,0.88,2,2,MISS,0.72
492,1.80,-0.11,0.66,-0.10,71.89,0.92,8,16,MISS,0.42
462,1.74,0,0.80,0.37,23,0.83,0,1,MISS,0.34
461,1.60,0.55,0.66,0.31,61.75,0.94,7.98,8,MISS,-0.97
476,1.47,0.17,0.65,-0.23,50.98,0.89,8,10,MISS,0.71
476,1.36,0.09,0.74,-0.95,65.73,0.70,4,0,MISS,-0.08
463,1.26,-0.24,0.79,0.29,42.63,0.63,1.73,0,MISS,-0.87
457,1.18,0.34,0.63,-0.38,49.90,0.92,4.99,2,MISS,0.74
453,1.10,0.45,0.64,0.58,72,0.95,7.99,18,MISS,-0.38
461,1.03,0.14,0.77,0.12,2.10,0.91,3.50,3,MISS,0.98
456,0.97,0.61,0.61,0.54,71.77,0.84,7.98,18,MISS,0.53
466,0.91,-0.69,0.80,0.53,59.30,0.67,1.88,0,MISS,0.02
447,0.43,-0.74,0.77,0,1.03,0.64,1.30,1,MISS,-0.05
433,0.41,0.49,0.54,0.04,6.01,0.76,0.87,1,MISS,0.99
441,0.40,0.60,0.53,0.36,47,0.95,7.98,7,HIT,0.89
450,0.39,0.65,0.57,0.51,71.92,0.93,7.97,19,HIT,0.29
484,0.41,-0.04,0.71,0.46,3.04,0.92,5,5,MISS,-0.79
465,0.44,0.05,0.67,0,9.02,0.92,5.50,5,MISS,0.79
464,0.42,0.43,0.59,-0.54,71.92,0.89,7.99,16,MISS,0.45
491,0.41,0,0.83,0.41,14,0.83,0,1,MISS,0.86
482,0.39,0.15,0.60,0.50,68.79,0.94,8,13,MISS,0.39
512,0.37,0,0.84,0.38,0,0.79,0,12,BULLETHITBULLET,-0.00
491,0.38,0,0.84,0.38,43.97,0.74,0,1,MISS,-0.41
526,0.36,-0.85,0.63,-0.21,40,0.94,7.96,8,MISS,-0.46
545,0.35,-0.49,0.73,0.16,10.52,0.92,3.97,4,MISS,0.73
556,0.34,-1.13,0.62,0.48,71.79,0.96,7.92,18,HIT,0.30
571,0.12,-0.72,0.73,0.28,50.91,0.94,3.94,0,MISS,-0.34
573,0.10,-0.20,0.76,0.01,1,0.88,0.98,10,MISS,-0.72
569,0.10,-1.37,0.68,-0.14,27.97,0.77,6.87,11,MISS,0.46
549,0.10,-3.72,0.57,-0.56,52.56,0.67,7.08,6,MISS,-0.67
547,0.10,-0.47,0.63,0.58,22.94,0.90,2.96,3,HIT,0.96
556,0.10,-1.35,0.62,-0.36,62,0.96,7.89,8,MISS,1.00
534,0.10,-0.93,0.64,0.80,72,0.97,7.95,19,MISS,0.65
