distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
470,1.99,-6.05,0.69,0.75,71.20,0.46,5.23,40,MISS,-0.16
382,1.71,0.18,0.52,0,59.95,0.92,7,3,HIT,0.56
409,1.71,0.05,0.72,0.53,3.33,0.81,5,5,MISS,-0.64
395,1.99,0.11,0.66,-0.14,43.49,0.93,7.50,4,MISS,0.19
402,1.71,0.12,0.63,0,48,0.94,8,4,MISS,-0.63
435,1.71,0.14,0.65,-0.16,43.90,0.94,8,9,MISS,-0.23
403,1.71,0.07,0.80,0.27,16.50,0.88,2.50,2,MISS,0.39
413,1.71,0.23,0.68,0,20.52,0.92,6.50,6,MISS,-0.78
379,1.71,0.37,0.59,-0.17,45.75,0.93,8,9,MISS,0.89
389,1.71,0.21,0.73,0.52,47.90,0.85,4,1,MISS,0.92
429,1.71,-0.53,0.62,0.61,71.42,0.61,7.98,16,MISS,0.22
442,0.25,-1.50,0.68,0.57,47.79,0.59,4.77,3,HIT,-0.60
450,0.25,0.05,0.43,-0.44,52.37,0.95,6.50,2,MISS,0.14
463,0.29,-0.68,0.81,0.23,8.58,0.69,1.05,1,MISS,-0.52
448,0.39,-0.12,0.57,-0.23,50.08,0.93,8,10,BULLETHITBULLET,0.76
441,0.54,0.03,0.67,0,15.04,0.87,6,6,MISS,-0.15
440,0.73,-0.03,0.69,0.31,22,0.89,3,3,MISS,0.12
441,0.96,0,0.80,0.43,48.99,0.80,0,0,MISS,-0.96
437,1.14,-0.14,0.62,-0.43,62.98,0.78,8,3,MISS,0.30
385,1,0.20,0.31,0.56,42.98,0.82,0.98,1,MISS,1.00
383,0.10,0.21,0.50,0.54,68.98,0.95,8,14,MISS,1.00
378,0.10,0.25,0.51,0.57,72,0.96,8,25,MISS,0.94
371,0.10,0.30,0.46,0.60,68.98,0.93,8,6,MISS,0.92
364,0.10,-0.22,0.47,0.52,59.96,0.86,8,5,MISS,0.24
341,0.10,0.15,0.37,0.43,33.11,0.85,2,2,MISS,0.64
344,0.10,0.20,0.55,0.28,26.95,0.90,4,4,HIT,0.62
365,0.10,0.16,0.66,0.48,17.41,0.91,4.50,4,MISS,1.00
385,0.10,0.32,0.50,0.58,71.49,0.94,8,15,HIT,0.88
379,0.10,0.21,0.72,0.40,13,0.83,0.98,0,BULLETHITBULLET,1.00
390,0.10,0.51,0.49,0.58,71.73,0.93,7.98,26,MISS,0.33
377,0.10,0.36,0.58,0,32.90,0.96,7,6,HIT,0.94
369,0.10,0.31,0.47,0.57,72,0.93,8,17,HIT,0.87
354,0.10,0.41,0.47,0.59,72,0.92,7.99,28,MISS,0.35
362,0.10,0.10,0.65,0.51,22.02,0.88,3,3,HIT,0.95
394,0.10,0.17,0.53,0.57,69,0.95,8,14,MISS,0.54
420,0.10,0.02,0.79,0.57,11.51,0.85,1.25,1,MISS,1.00
405,0.10,0.19,0.52,0.46,62.87,0.94,8,12,BULLETHITBULLET,0.82
388,0.10,0.18,0.49,0.54,72,0.94,8,23,MISS,1.00
369,0.10,0.54,0.47,0.57,71.97,0.93,7.98,34,MISS,0.63
416,0.10,-0.03,0.64,0.66,22.04,0.91,3,3,BULLETHITBULLET,0.96
442,0.10,-0.16,0.56,0.54,71,0.93,8,15,MISS,0.35
465,0.10,-0.12,0.74,0,6.04,0.90,3.33,3,HIT,0.95
460,0.10,-0.25,0.58,0.45,69.63,0.90,8,14,MISS,0.73
435,0.10,-2.62,0.57,0.55,71.42,0.72,7.56,26,MISS,-0.33
447,0.10,-0.07,0.63,0.21,9.11,0.86,2,2,MISS,0.76
482,0.10,-0.25,0.72,0.49,29.98,0.92,4,4,HIT,0.86
243,1.99,1.27,0.43,0,68.76,0.91,7.90,8,MISS,-0.72
305,1.99,1.17,0.52,-0.37,43.77,0.85,7.91,9,MISS,-0.74
339,1.99,0.90,0.54,-0.16,43.86,0.93,7.95,9,MISS,1.00
358,1.99,0.44,0.59,0.58,71.93,0.92,7.99,23,MISS,0.87
353,1.99,0.42,0.60,0.54,72,0.86,7.99,37,MISS,0.26
353,1.99,0.11,0.71,0.39,16.46,0.87,2.50,2,MISS,-0.36
402,1.99,0.42,0.62,-0.07,37.91,0.92,7.99,8,MISS,-0.54
439,1.99,-0.13,0.72,0.10,20.51,0.92,6.50,6,MISS,0.22
441,1.99,0.02,0.75,0.43,10.04,0.90,4,4,MISS,0.12
459,1.71,-0.17,0.74,0.08,11,0.90,4,4,BULLETHITBULLET,0.91
454,1.99,-0.16,0.76,0.18,7.08,0.91,4,4,MISS,-0.56
447,1.68,-0.22,0.63,-0.46,72,0.87,8,20,MISS,-0.68
451,1.55,0.05,0.65,-0.14,50.86,0.94,8,10,MISS,0.15
467,1.42,-0.13,0.78,0.41,22.02,0.89,3,3,MISS,0.19
436,1.32,-0.01,0.83,0.18,10.59,0.84,0.91,1,MISS,0.51
459,1.23,-0.03,0.65,0.42,52.21,0.95,8,8,MISS,-0.79
458,1.14,-0.10,0.62,-0.19,47.48,0.93,8,9,MISS,0.16
420,1.07,0.07,0.71,0.38,1,0.93,4.50,4,HIT,0.11
437,1,0.05,0.72,0.30,3.79,0.91,4.50,4,MISS,0.82
430,1.14,0.20,0.59,0.46,53.83,0.92,8,8,MISS,0.42
445,0.58,-0.03,0.82,0,0.68,0.73,0.67,5,MISS,0.69
433,0.56,-3.54,0.58,0.36,49.55,0.52,7.17,5,MISS,0.26
415,0.54,0.08,0.37,0.42,24.95,0.83,1,1,MISS,0.57
425,0.23,0,0.47,0.11,8,0.88,1.75,2,MISS,0.39
425,0.23,0.18,0.53,0.45,64.84,0.97,8,13,MISS,-0.84
414,0.22,-1.72,0.45,-0.29,38.62,0.76,6.79,4,MISS,0.25
357,0.22,0.12,0.30,0.44,33.32,0.85,2,2,MISS,0.66
377,0.21,0.14,0.41,0.30,29.96,0.83,5,4,HIT,0.68
392,0.21,0.20,0.63,0.46,41.79,0.92,4,2,MISS,-0.70
394,0.22,0.29,0.61,-0.04,15,0.88,6,6,MISS,0.31
381,0.10,0.02,0.41,0.55,42.88,0.82,1,1,HIT,0.62
421,0.10,-0.04,0.72,0.11,13.50,0.92,4.25,4,BULLETHITBULLET,0.85
399,0.10,0.06,0.62,0.55,59.98,0.94,5,1,MISS,0.16
446,0.10,0.01,0.72,0,4.03,0.91,4.37,4,HIT,0.88
471,0.10,-0.13,0.57,0.47,68.13,0.94,8,2,BULLETHITBULLET,0.08
479,0.10,-0.11,0.78,0.44,32.98,0.88,2,2,MISS,-0.00
406,0.10,0.06,0.74,0,5,0.87,2.67,3,MISS,-0.06
292,0.10,0.69,0.52,0,24.70,0.81,2.32,0,MISS,-0.08
270,0.10,-1.51,0.64,-0.08,6.67,0.71,1.61,2,MISS,-1.00
253,0.10,1.55,0.23,0,71.22,0.90,7.85,17,HIT,0.86
573,1.71,-0.08,0.84,0,0.82,0.74,0.66,378,MISS,0.48
575,1.71,-0.93,0.71,0.30,64.61,0.79,7.95,392,MISS,0.29
578,1.63,-0.41,0.73,0.56,22.04,0.91,2.97,3,MISS,-0.41
558,1.50,-0.94,0.81,0.19,6.05,0.80,4.40,4,MISS,0.42
550,1.39,-2.40,0.69,-0.27,53.37,0.88,7.63,6,MISS,-0.20
464,0.73,-0.11,0.54,0.03,20.97,0.96,6.25,6,BULLETHITBULLET,0.96
475,0.69,-1.11,0.73,0,4.78,0.82,4.88,5,MISS,0.19
474,0.66,-0.06,0.84,0.44,35.44,0.78,0.50,0,MISS,0.08
410,0.63,-3.02,0.62,-0.11,25.99,0.80,6.32,7,MISS,-0.43
368,0.60,0.33,0.50,0.07,20.77,0.95,6.49,6,MISS,0.27
399,0.58,-0.20,0.70,0.33,14,0.84,3.49,3,MISS,-0.78
420,0.26,0.11,0.58,-0.12,28.50,0.91,7.25,7,MISS,0.68
405,0.25,0.13,0.73,0.60,18.95,0.92,3.50,3,MISS,-0.66
409,0.24,0.28,0.60,-0.12,28.48,0.91,7.24,7,MISS,0.19
435,0.24,0,0.71,0.41,3.55,0.92,4.50,4,MISS,0.65
417,0.10,-0.04,0.72,0,11.66,0.93,4.33,4,MISS,0.59
420,0.10,0.24,0.55,0.51,71.21,0.95,8,15,MISS,0.07
640,1.99,-0.18,0.79,0,1.83,0.73,1.66,1,HIT,-0.54
647,1.99,-1.55,0.73,-0.25,66.50,0.74,7.85,13,MISS,0.40
629,1.99,0,0.85,-0.58,51.91,0.49,0,0,MISS,0.08
623,1.99,-0.93,0.83,-0.52,6.97,0.46,1.77,2,MISS,-0.14
586,1.99,-5.23,0.76,0.38,26.29,0.31,4.65,7,MISS,-0.63
583,1.99,-0.75,0.84,0.09,5.43,0.33,1.07,1,MISS,-0.90
588,1.99,-1.02,0.57,-0.27,59.29,0.92,6.92,3,MISS,0.40
577,1.99,-1.07,0.73,-0.71,61.96,0.73,7.93,8,MISS,-0.59
583,1.99,-0.92,0.63,0.54,20.50,0.90,6.43,6,MISS,0.44
590,1.99,-1.16,0.71,-0.26,72,0.75,7.92,10,HIT,-0.36
566,1.99,0,0.85,0.63,51.87,0.49,0,0,MISS,-1.00
550,1.99,-0.91,0.65,0.04,69,0.93,7.95,14,MISS,0.92
522,1.99,-0.73,0.70,-0.68,72,0.84,7.97,28,MISS,0.60
480,1.99,-2.56,0.68,0.71,71.70,0.67,7.58,42,MISS,-0.10
400,1.99,0.33,0.33,0.14,35.68,0.92,7,5,MISS,0.11
399,1.71,-1.04,0.70,0.17,2.93,0.67,4.89,5,MISS,-0.01
392,0.62,-1.26,0.75,0.10,14.19,0.68,2.16,2,MISS,-0.72
388,0.60,0.50,0.54,-0.56,62.73,0.95,7.98,10,MISS,1.00
376,0.57,0.26,0.52,0.60,71.98,0.94,8,11,HIT,0.96
349,0.55,0.61,0.51,0.58,72,0.96,7.98,23,MISS,0.48
297,1.99,0,0.77,0.58,48.92,0.73,0,0,MISS,-0.89
271,1.99,1.13,0.47,-0.61,65.70,0.92,7.92,11,BULLETHITBULLET,0.96
280,1.99,0.91,0.52,0,44,0.85,7.95,9,HIT,-0.82
288,1.99,1.15,0.50,-0.08,35.99,0.91,7.92,8,MISS,0.15
292,1.99,0.50,0.67,0.38,14.03,0.86,3.46,3,MISS,-0.18
296,1.99,0.72,0.65,0.19,3.01,0.91,4.95,5,MISS,-0.05
339,0.15,0.29,0.61,0.26,4.44,0.93,5,5,MISS,0.36
332,0.15,0.65,0.40,-0.51,43.98,0.91,7.97,9,BULLETHITBULLET,0.82
332,0.15,0.23,0.59,0.35,10.34,0.93,4,4,MISS,-1.00
332,0.15,0.27,0.61,0,21.96,0.90,2.99,3,MISS,-0.01
329,0.21,-0.98,0.64,0.01,15.93,0.80,4.65,5,MISS,-1.00
343,0.10,0.54,0.45,-0.40,41,0.95,7.98,8,HIT,0.87
353,0.10,0.72,0.43,0.64,71.77,0.92,7.97,19,MISS,1.00
372,0.10,0.45,0.46,0.65,71.76,0.93,7.99,30,MISS,0.43
330,0.10,0.41,0.59,0.40,9.99,0.88,3.98,4,MISS,-0.96
282,1.99,-2.65,0.52,-0.69,56.40,0.80,7.55,11,MISS,-0.71
264,1.99,1.45,0.45,-0.50,59.28,0.87,7.87,11,MISS,-0.56
274,1.99,0.74,0.56,-0.23,38.97,0.77,5.95,1,HIT,-0.47
248,1.10,1.39,0.32,-0.18,43.98,0.90,7.88,9,MISS,0.20
254,1.99,1.15,0.56,0,32.77,0.87,5.89,5,MISS,-0.57
290,1.99,1.13,0.50,0,59,0.91,7.92,4,HIT,-0.83
644,1.99,-0.23,0.83,0,1.84,0.63,1.65,2,MISS,0.65
613,1.99,-3.81,0.69,0.30,65.21,0.53,7.04,13,MISS,0.30
507,1.99,-0.11,0.85,0.34,8.64,0.32,0.55,0,BULLETHITBULLET,-0.89
514,1.99,0.38,0.32,0.70,43.04,0.85,0.92,1,MISS,0.04
510,1.99,0.28,0.42,0.04,19.98,0.87,1.28,1,MISS,0.49
503,1.99,0.29,0.42,0,4.04,0.85,1.30,1,MISS,0.41
517,1.99,-0.60,0.57,0.32,56.94,0.92,6.97,3,BULLETHITBULLET,0.58
542,1.99,0.15,0.79,0.43,17.50,0.78,3.50,0,MISS,0.16
554,1.99,-0.85,0.71,0.20,49,0.83,7.95,10,MISS,-0.16
469,1.99,-0.08,0.81,-0.17,29,0.69,1.50,1,MISS,0.04
468,1.99,-0.14,0.79,-0.17,8.37,0.79,4.12,4,MISS,0.04
467,1.99,-0.13,0.62,0.15,15.02,0.93,6,6,MISS,-0.29
465,1.99,-0.14,0.77,-0.04,10,0.80,4,4,MISS,0.33
467,1.99,-1.06,0.73,-0.28,29.43,0.66,3.86,4,MISS,-0.64
470,1.71,-0.09,0.66,-0.55,71.29,0.93,8,15,MISS,-0.76
481,1.71,-0.26,0.67,-0.14,43.99,0.82,8,9,MISS,0.14
481,1.66,-0.24,0.57,0.39,20.51,0.94,6.50,6,MISS,-0.32
486,1.53,-0.15,0.80,-0.27,54.78,0.66,3,1,MISS,-0.88
510,1.41,-0.61,0.61,-0.19,47.50,0.94,7.98,9,MISS,1.00
521,1.30,-0.14,0.73,-0.65,69.99,0.93,6,0,BULLETHITBULLET,0.65
499,1.21,-0.40,0.66,0.76,71.99,0.84,8,11,MISS,0.87
514,1.13,-1.01,0.65,0.80,71.65,0.60,7.94,24,MISS,0.27
518,1.06,-1.47,0.75,0.56,56.54,0.52,4.78,1,MISS,-0.68
530,0.53,-0.50,0.50,-0.38,34.20,0.94,7.48,7,MISS,0.17
566,0.51,-0.09,0.70,0,0.81,0.85,0.66,33,MISS,-0.47
588,0.49,-0.63,0.75,0.04,6.28,0.84,5.13,5,MISS,0.21
591,0.47,0.22,0.77,-0.42,65.91,0.83,4,0,MISS,-0.51
562,0.46,-0.83,0.60,0.25,39.97,0.96,7.96,8,HIT,0.16
531,0.44,-0.66,0.60,-0.37,35.98,0.95,7.97,8,MISS,-0.68
542,1.04,-0.74,0.69,-0.05,43.95,0.85,7.97,9,HIT,0.68
485,1.19,-3.58,0.65,0.49,71.38,0.75,7.15,23,MISS,-0.16
442,1.71,-0.13,0.53,-0.02,51,0.92,8,9,MISS,-0.79
415,1.71,-3.33,0.61,-0.24,53.79,0.78,7.28,10,MISS,0.28
456,1.71,-0.02,0.83,0,4.72,0.83,0.41,0,MISS,1.00
460,1.71,-0.24,0.67,0.44,71.33,0.95,8,15,HIT,0.64
408,1.69,-0.02,0.74,0.65,26.98,0.91,4,4,MISS,-0.82
374,1.18,0.53,0.55,-0.28,53.82,0.92,7.98,10,MISS,0.48
378,0.94,0.14,0.73,0.52,14,0.91,3.50,3,MISS,-0.79
397,0.75,0.44,0.56,-0.49,64.67,0.93,7.99,13,HIT,0.97
300,1.99,0.53,0.66,0,3.12,0.90,4.97,5,BULLETHITBULLET,0.29
328,1.99,0.73,0.56,0,50.99,0.92,7.97,10,MISS,0.10
368,1.99,0.30,0.72,0.27,10,0.90,3.99,4,MISS,-0.12
395,1.99,-1.20,0.75,0.10,5.67,0.90,4.34,4,MISS,0.02
417,1.99,0,0.82,0.20,13.14,0.82,0.37,0,MISS,-0.80
441,1.99,0.06,0.69,-0.28,49.78,0.93,7.20,4,MISS,0.20
473,1.99,-0.24,0.82,0.47,42.94,0.81,0.97,1,MISS,-0.11
486,1.99,-0.31,0.57,0.12,39.94,0.92,8,8,MISS,-0.47
498,1.99,-0.27,0.78,0.18,3.88,0.87,4.49,4,MISS,0.39
494,1.99,-0.72,0.69,0.49,68.84,0.93,7.97,5,MISS,-0.73
510,1.71,-0.41,0.66,-0.16,44.51,0.94,7.61,4,HIT,0.17
494,1.68,-0.35,0.66,-0.70,71.92,0.94,8,18,MISS,-0.71
468,1.55,-1,0.76,0.26,44.88,0.78,3.87,2,MISS,0.20
374,1.71,0.36,0.42,0.31,21.12,0.94,6.49,6,HIT,0.09
359,1.70,-2.04,0.71,0.05,12.77,0.47,1.75,1,MISS,0.06
360,1.99,0.32,0.51,0.08,3.56,0.85,2.39,2,MISS,0.07
372,1.71,0.37,0.50,0.10,14.71,0.94,5.67,6,BULLETHITBULLET,0.10
368,1.71,-0.34,0.78,0,16.81,0.64,0.88,0,MISS,-1.00
404,1.71,0.17,0.59,-0.47,67.58,0.94,8,13,MISS,0.54
415,1.71,-0.03,0.74,0.57,8.13,0.88,3.50,3,MISS,-0.94
417,1.71,0.06,0.64,-0.34,60.72,0.91,8,12,MISS,0.23
386,1.71,0.11,0.66,0.49,10,0.92,4,4,MISS,0.02
426,1.71,0.05,0.65,0.20,30.98,0.93,7.50,7,MISS,-0.55
373,1.71,0.58,0.60,-0.26,67.19,0.94,7.98,13,HIT,-0.25
388,1.71,0.53,0.62,0.04,43.87,0.90,7.98,9,MISS,0.08
384,1.71,0.21,0.70,0.25,10,0.89,4,4,HIT,-0.15
365,1.71,0.14,0.75,0.15,15.05,0.83,3,3,MISS,0.03
355,1.99,0.04,0.66,0.28,18.48,0.81,0.50,0,HIT,0.97
351,1.99,0.43,0.60,0.57,71.86,0.94,7.99,16,MISS,-0.22
335,1.99,0.47,0.69,0.21,3.56,0.87,4.47,4,MISS,0.66
368,1.90,0.29,0.66,0,23.50,0.91,6.49,6,MISS,-0.75
325,1.52,0.98,0.54,-0.25,52.29,0.94,7.94,10,MISS,0.39
343,1.62,0.46,0.62,0.43,15.04,0.91,5.98,6,MISS,-1.00
336,1.39,0.75,0.54,-0.57,65.99,0.94,7.96,13,MISS,0.16
315,1.40,0.35,0.68,0.41,21.95,0.89,2.98,3,MISS,0.26
329,0.36,0.64,0.44,0,35.91,0.94,6.97,5,MISS,-0.59
371,0.32,0.66,0.50,0.72,71.48,0.94,7.97,20,BULLETHITBULLET,0.95
333,0.34,0.95,0.44,0,56.74,0.91,7.94,8,HIT,0.90
394,0.36,0.48,0.51,0,71.57,0.93,7.99,31,MISS,-0.96
392,0.34,0.09,0.60,0,15.05,0.93,6,6,MISS,0.48
384,0.21,0.25,0.49,-0.90,72,0.93,8,17,MISS,-0.88
402,0.20,0.11,0.51,-0.45,45,0.93,8,5,MISS,0.61
409,0.19,0.21,0.62,0.41,47.97,0.90,7,4,MISS,-0.44
413,0.19,0,0.71,0.15,1.64,0.93,4.50,4,HIT,0.82
414,0.18,0.12,0.55,0.49,68.38,0.96,8,2,MISS,-0.19
409,0.14,0.08,0.65,0.16,3.05,0.91,5,5,MISS,1.00
409,0.10,0.18,0.51,0.54,71.96,0.92,8,16,MISS,0.50
436,0.10,-0.07,0.73,0.57,25.51,0.89,2.50,2,BULLETHITBULLET,0.96
429,0.13,0.19,0.53,0,69.81,0.93,8,13,MISS,1.00
428,0.10,-0.04,0.54,0.53,71.94,0.94,8,24,MISS,0.54
430,0.10,0.09,0.53,0.52,71.93,0.93,8,35,MISS,0.01
411,0.10,0.09,0.70,0,14.93,0.87,3,2,MISS,0.72
416,0.10,0.31,0.55,0.54,65.69,0.96,8,12,MISS,-0.45
404,0.10,0.03,0.63,0.04,20.75,0.94,6.25,6,HIT,0.95
301,1.99,0.81,0.51,0,59.98,0.92,7.96,5,MISS,-0.36
333,1.99,0.30,0.69,0.05,15.17,0.85,4.71,5,MISS,0.10
341,1.99,0.30,0.62,0,32.15,0.88,3.24,2,MISS,0.36
354,1.99,0.14,0.65,0.07,7.32,0.89,3.56,3,MISS,0.50
359,1.99,0.24,0.75,0.28,21.98,0.83,3,3,MISS,-0.81
372,1.99,0.33,0.60,-0.49,67.97,0.92,8,6,HIT,-0.40
376,1.99,0.29,0.59,-0.02,56.98,0.91,8,11,MISS,0.15
361,1.99,0.27,0.72,0,11.37,0.87,3.55,3,MISS,-0.97
368,1.99,0.48,0.61,-0.31,55.30,0.89,7.99,11,MISS,0.53
359,1.99,0.14,0.67,0,14.93,0.86,2.62,1,MISS,0.45
376,1.99,0.38,0.61,0.14,32.56,0.91,7.65,7,HIT,-0.33
384,1.39,0.10,0.66,0.26,3.58,0.88,5,5,MISS,1.00
395,1.71,-1.37,0.61,0.63,71.61,0.61,7.88,20,BULLETHITBULLET,0.13
433,0.96,-0.05,0.66,0,14.98,0.88,2,2,BULLETHITBULLET,0.96
446,0.47,-1.51,0.60,-0.46,61.92,0.90,7.86,12,HIT,0.88
449,0.20,-0.50,0.59,0.49,71.94,0.92,7.98,23,MISS,0.26
467,0.22,-0.12,0.69,0.32,16,0.94,4.50,4,MISS,-0.85
476,0.22,-1.70,0.59,-0.43,62.61,0.64,7.82,12,MISS,0.27
468,0.21,-0.09,0.45,0.46,33.15,0.89,2,2,MISS,-0.23
472,0.21,-3.97,0.70,0.04,19.80,0.65,4.66,6,MISS,0.11
440,0.20,-0.01,0.41,0.22,23.87,0.88,3,3,MISS,0.38
436,0.20,-2.81,0.72,0.10,7.91,0.43,2.09,3,MISS,-1.00
447,0.20,-0.17,0.50,0.34,41,0.96,6.25,1,MISS,0.39
456,0.19,-0.18,0.58,-0.92,72,0.95,8,12,MISS,-0.75
457,0.19,-0.20,0.65,0.47,15,0.89,6,6,MISS,0.46
450,0.18,0.17,0.65,0.41,0.39,0.88,2,0,BULLETHITBULLET,0.91
455,0.18,-3.41,0.59,-0.35,43.85,0.75,7.24,8,HIT,0.19
445,0.18,-0.03,0.65,0.28,2.34,0.87,2.50,2,MISS,0.40
394,0.18,0.25,0.47,0.08,22.06,0.94,5.12,4,MISS,0.99
390,0.18,0.44,0.53,0.65,71.85,0.97,7.99,17,BULLETHITBULLET,0.81
412,0.10,0.06,0.66,0,10.10,0.89,4,4,MISS,0.31
407,0.10,0,0.68,0.42,4,0.91,4.50,4,BULLETHITBULLET,0.89
426,0.10,0.19,0.47,-0.06,23.25,0.88,6.75,7,MISS,0.30
441,0.10,-0.11,0.66,0.37,9.97,0.92,4,4,MISS,-0.75
471,0.10,-0.10,0.57,-0.24,43.91,0.93,8,9,MISS,1.00
469,0.10,-0.67,0.57,0.46,68.88,0.94,7.97,4,HIT,0.90
464,0.10,-0.04,0.58,1,71.96,0.84,8,16,MISS,0.20
476,0.10,-0.18,0.63,0.23,20.98,0.93,4,4,MISS,-0.66
467,0.10,-4.06,0.61,-0.18,30.89,0.63,6.31,7,MISS,0.41
435,0.10,-3.60,0.65,0.51,66.80,0.62,4.80,0,MISS,-0.73
455,0.10,0.02,0.47,-0.38,43.87,0.96,8,8,MISS,0.05
468,0.10,-0.14,0.78,0.18,3.83,0.70,1.49,0,MISS,0.18
450,0.10,-1.36,0.75,0.20,33.10,0.52,2.36,0,MISS,-0.22
480,0.10,-0.26,0.62,-0.11,6.27,0.93,4.40,4,MISS,0.46
496,0.10,-0.18,0.67,0.13,10.79,0.94,4.10,4,MISS,0.30
522,0.10,-0.03,0.85,0,0.69,0.79,0.33,0,MISS,-0.01
345,1.99,0.86,0.57,0,71.39,0.91,7.95,26,MISS,-0.54
368,1.99,0.20,0.69,0,9.23,0.92,5.50,5,MISS,-0.80
405,1.99,0.36,0.62,-0.23,49.08,0.91,8,10,MISS,0.11
363,1.99,0.13,0.74,0.40,33,0.82,2,2,MISS,0.60
364,1.99,0.25,0.68,0.46,18.05,0.93,6,6,MISS,-0.73
369,1.99,0.33,0.61,-0.11,44,0.93,8,9,MISS,0.21
326,1.99,0.32,0.70,0.42,10,0.89,3.99,4,MISS,0.24
369,1.99,0,0.76,0.16,12.05,0.88,3,0,MISS,-0.80
418,1.99,0,0.63,-0.43,59.50,0.91,8,11,HIT,0.17
441,1.99,0,0.72,0.30,10,0.90,4,4,MISS,-0.66
461,1.99,-0.74,0.66,-0.20,53.86,0.84,7.97,9,MISS,0.88
480,1.99,-0.75,0.69,0.67,61.94,0.89,7.97,10,MISS,-0.14
475,1.99,-0.21,0.62,0.06,35.96,0.91,8,8,MISS,-0.07
487,1.71,-0.22,0.66,0,47.41,0.88,8,9,MISS,-0.90
491,1.68,-0.49,0.60,-0.27,59.50,0.92,7.98,11,MISS,0.32
504,0.82,-0.33,0.64,-0.33,63.81,0.94,8,12,BULLETHITBULLET,0.90
488,1.55,0.15,0.79,0.50,44.94,0.89,3,0,MISS,-0.90
521,0.78,-0.49,0.65,-0.79,71.76,0.95,7.98,24,MISS,0.24
491,0.74,-0.52,0.63,0.40,68.96,0.94,7.98,8,MISS,-0.80
447,0.71,-0.11,0.62,-0.33,60.95,0.96,8,3,BULLETHITBULLET,0.83
460,0.33,-0.18,0.72,0,3.01,0.94,5,5,MISS,1.00
441,0.32,-0.17,0.58,0.45,71.97,0.96,8,16,MISS,0.82
393,0.31,0.23,0.52,0.91,72,0.92,8,27,MISS,0.56
362,0.30,0.10,0.71,0.44,13,0.81,1.62,1,HIT,0.35
400,0.29,0.11,0.72,0.26,11.05,0.85,2.72,3,MISS,-0.01
430,0.31,-0.08,0.65,-0.02,16.53,0.94,6.14,6,MISS,-0.75
463,0.30,-0.03,0.60,-0.32,53.44,0.84,8,10,MISS,0.17
496,0.11,-0.02,0.61,0.16,17.95,0.89,2,1,BULLETHITBULLET,0.37
471,0.11,-0.06,0.64,0.34,32.96,0.86,2,2,MISS,0.56
508,0.11,-0.51,0.60,0,67.86,0.94,7.98,3,MISS,-0.91
512,0.10,-0.56,0.63,-0.25,44,0.80,7.98,9,MISS,0.16
505,0.10,-0.46,0.53,0.33,27,0.94,5.98,5,BULLETHITBULLET,0.96
497,0.10,-0.94,0.74,-0.89,65.50,0.47,3.89,0,MISS,-0.89
519,0.10,-0.66,0.63,-0.70,68.99,0.96,7.97,8,MISS,0.29
528,0.10,-0.27,0.74,0.22,24.41,0.91,3.74,4,MISS,0.21
537,0.10,-0.26,0.81,0.09,1.97,0.90,2.28,2,MISS,-0.21
528,0.10,-0.46,0.67,0,24.36,0.94,6.84,7,MISS,-0.37
543,0.10,-0.69,0.68,0.10,26,0.95,6.97,7,MISS,0.71
552,0.10,-0.81,0.66,0.48,68.84,0.83,7.96,11,BULLETHITBULLET,0.13
539,0.10,-0.17,0.80,0.37,38.92,0.85,2,2,MISS,0.53
521,0.10,-0.26,0.63,0,8.52,0.91,3.80,4,MISS,-0.84
473,0.10,-5.20,0.56,-0.36,51.47,0.61,6.08,3,MISS,0.38
412,0.10,-2.98,0.66,0.45,56.93,0.48,2.67,0,MISS,-0.20
415,0.10,0.18,0.42,-0.09,9.38,0.88,2,2,MISS,-0.27
404,0.10,-4.61,0.63,-0.01,21.39,0.61,4.59,6,MISS,-0.08
374,0.10,0.43,0.38,0.11,4.54,0.85,1.17,0,MISS,0.37
354,0.10,0.24,0.29,0.19,20.14,0.91,3.24,2,BULLETHITBULLET,0.63
359,0.10,0.38,0.69,0,29.20,0.87,2.22,0,MISS,0.83
359,0.10,0.35,0.53,0.30,35.24,0.96,7.24,6,HIT,0.87
356,0.10,0.49,0.48,0.59,72,0.95,7.98,17,HIT,0.84
361,0.10,0.56,0.48,0.62,71.87,0.95,7.98,28,HIT,0.48
365,0.10,0.13,0.47,0.61,71.84,0.94,8,39,BULLETHITBULLET,0.84
371,0.10,0.35,0.46,0,36,0.93,8,8,BULLETHITBULLET,0.88
396,0.10,0.30,0.53,0,72,0.97,8,19,HIT,0.81
404,0.10,0.13,0.52,0.55,71.93,0.95,8,30,MISS,0.84
409,0.10,0.27,0.51,0.54,71.96,0.87,8,41,MISS,0.27
444,0.10,-0.06,0.69,0,9,0.87,2,2,MISS,0.04
443,0.10,0.01,0.76,0.04,5,0.76,0.25,0,MISS,-0.00
447,0.10,0,0.74,0,0.40,0.71,0.33,0,HIT,0.00
444,0.10,-0.04,0.78,0,1.34,0.76,1.33,1,HIT,-0.02
426,0.10,0,0.73,0,0.33,0.80,0.33,0,HIT,-0.00
431,0.10,0.01,0.76,0,1.33,0.76,1.33,1,MISS,0.15
