distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
505.04,1.99,-2.21,0.71,0.17,0.91,7.69,32.00,MISS,0.19
528.51,1.99,-0.00,0.83,1.00,0.81,-0.00,0.00,MISS,-0.03
454.89,1.99,-7.83,0.70,0.21,0.81,1.64,15.00,MISS,0.09
371.69,1.99,-0.96,0.78,-0.02,0.80,0.29,0.00,MISS,-0.92
420.14,1.99,-1.29,0.66,-0.34,0.94,7.89,14.00,MISS,0.36
393.31,1.99,0.00,0.82,0.47,0.82,0.00,3.00,MISS,-0.07
442.73,1.99,0.00,0.34,-0.20,0.82,-0.00,0.00,MISS,0.53
450.45,1.99,4.54,0.37,0.02,0.91,6.58,14.00,MISS,0.36
567.86,1.99,3.78,0.56,0.52,0.89,3.27,0.00,HIT,0.39
581.54,1.99,-4.93,0.80,0.25,0.73,0.81,11.00,MISS,-0.18
466.65,1.99,-6.87,0.70,0.24,0.89,4.11,25.00,MISS,-0.53
436.03,1.99,0.18,0.74,-0.28,0.93,5.50,5.00,MISS,0.61
394.42,1.99,-5.17,0.61,0.43,0.91,6.11,19.00,BULLETHITBULLET,0.36
340.08,1.99,5.88,0.66,0.17,0.73,1.20,6.00,MISS,0.40
399.13,1.99,5.02,0.63,0.37,0.49,6.23,20.00,MISS,-0.47
418.19,1.99,-0.70,0.40,0.51,0.87,2.92,6.00,HIT,0.52
494.71,1.99,5.77,0.50,-0.29,0.87,5.55,20.00,MISS,0.35
571.90,1.99,-0.00,0.71,0.47,0.84,-0.00,2.00,HIT,0.40
357.25,1.99,-2.87,0.74,0.22,0.77,0.87,0.00,BULLETHITBULLET,0.53
490.25,1.99,-7.72,0.70,0.27,0.83,2.10,19.00,MISS,-0.19
377.15,1.99,2.25,0.63,0.00,0.93,7.68,14.00,MISS,0.05
453.69,1.99,-0.41,0.83,0.38,0.85,0.91,1.00,HIT,0.47
529.61,1.99,5.51,0.72,0.14,0.79,5.80,16.00,HIT,0.38
722.50,1.99,-0.00,0.63,0.00,0.74,0.00,2.00,MISS,0.30
734.33,1.99,0.00,0.00,-0.00,0.75,-0.00,16.00,HIT,0.44
763.82,1.99,5.08,0.66,0.27,0.73,6.18,31.00,HIT,0.36
663.83,1.99,-7.52,0.71,0.29,0.81,2.72,14.00,HIT,0.05
584.47,1.99,-4.48,0.73,0.26,0.89,6.63,28.00,MISS,-0.43
591.75,1.99,0.78,0.73,0.34,0.88,2.90,7.00,MISS,0.51
565.86,1.99,-3.04,0.70,-0.33,0.77,7.40,24.00,MISS,0.14
580.50,1.99,1.68,0.71,0.49,0.86,2.48,6.00,MISS,0.46
691.19,1.99,8.00,0.68,0.14,0.77,0.13,20.00,HIT,0.46
707.29,1.99,0.00,0.75,0.21,0.76,0.00,2.00,HIT,0.37
571.56,1.99,-2.74,0.72,0.22,0.81,7.52,16.00,MISS,0.21
474.44,1.99,0.00,0.82,0.49,0.57,-0.00,1.00,MISS,-0.28
444.38,1.99,-7.83,0.64,0.23,0.81,1.66,15.00,HIT,0.05
370.18,1.99,-0.93,0.77,-0.02,0.71,0.36,0.00,MISS,-0.89
403.88,1.99,-1.29,0.62,-0.40,0.91,7.90,16.00,MISS,0.40
416.77,1.99,2.02,0.75,0.45,0.85,1.47,2.00,MISS,0.16
537.41,1.99,-0.99,0.54,-0.17,0.89,1.74,2.00,MISS,0.53
519.57,1.99,6.40,0.62,-0.18,0.88,4.79,16.00,HIT,0.46
605.19,1.99,-0.00,0.78,-0.38,0.72,-0.00,2.00,HIT,0.39
366.00,1.99,-5.92,0.68,0.00,0.37,0.97,10.00,MISS,-0.25
355.15,1.99,-1.22,0.48,0.32,0.90,3.81,5.00,HIT,0.50
309.56,1.99,-7.91,0.55,0.39,0.72,1.22,19.00,MISS,0.17
295.19,1.99,0.94,0.74,0.09,0.75,0.35,3.00,MISS,1.00
353.21,1.99,-1.54,0.60,0.57,0.93,7.85,17.00,MISS,0.29
336.83,1.99,-0.00,0.80,0.44,0.80,-0.00,3.00,MISS,-0.01
420.68,1.99,7.40,0.67,0.09,0.81,3.03,17.00,MISS,-0.32
522.65,1.99,-0.00,0.80,-0.03,0.85,0.00,2.00,MISS,0.51
581.03,1.99,6.30,0.68,-0.16,0.87,4.93,18.00,HIT,0.47
649.53,1.99,0.95,0.63,0.49,0.81,0.31,0.00,MISS,0.46
600.30,1.99,-5.12,0.60,0.21,0.93,6.15,13.00,MISS,0.21
532.40,1.99,-2.35,0.69,0.46,0.92,7.65,27.00,MISS,-0.37
458.02,1.99,-3.69,0.67,0.29,0.93,7.10,10.00,HIT,0.38
360.25,1.99,-3.79,0.59,0.35,0.92,7.04,25.00,HIT,0.22
419.55,1.99,7.85,0.59,0.07,0.77,1.56,9.00,MISS,0.21
561.06,1.99,7.99,0.75,0.22,0.66,0.43,23.00,MISS,0.75
588.16,1.99,-3.73,0.81,-0.05,0.78,1.45,10.00,HIT,0.47
487.57,1.99,-2.11,0.68,0.46,0.77,7.72,24.00,HIT,0.08
294.93,0.97,-4.97,0.24,0.36,0.90,6.27,19.00,BULLETHITBULLET,0.34
397.33,1.99,-0.37,0.41,0.57,0.89,2.98,5.00,HIT,0.50
616.40,1.99,0.00,0.45,0.00,0.78,0.00,2.00,HIT,0.40
581.52,1.99,-7.87,0.58,0.02,0.84,1.46,16.00,MISS,-0.15
499.74,1.99,-2.80,0.78,0.35,0.86,1.09,0.00,MISS,-0.73
511.80,1.99,2.12,0.69,0.05,0.90,7.71,12.00,HIT,0.31
526.65,1.99,-1.49,0.70,-0.62,0.82,7.86,26.00,MISS,-0.12
551.65,1.99,2.23,0.63,0.47,0.88,2.00,8.00,MISS,0.44
646.68,1.99,-0.00,0.34,0.02,0.84,0.00,1.00,MISS,0.48
650.85,1.99,1.14,0.41,0.12,0.93,7.92,15.00,HIT,0.37
721.89,1.99,4.04,0.54,0.41,0.88,6.91,29.00,MISS,0.20
693.88,1.99,-6.80,0.73,0.44,0.73,1.68,9.00,MISS,0.20
517.80,1.99,-7.72,0.71,0.43,0.84,2.11,23.00,MISS,-0.71
497.29,1.99,2.19,0.77,-0.12,0.88,3.35,7.00,MISS,0.52
515.80,1.99,-3.01,0.69,-0.46,0.85,7.41,21.00,MISS,0.23
509.39,1.99,3.62,0.55,0.60,0.83,1.69,4.00,MISS,0.25
619.53,1.99,-0.00,0.15,0.25,0.81,0.00,4.00,HIT,0.46
603.29,1.99,6.42,0.16,0.08,0.86,4.78,18.00,HIT,0.47
585.59,1.99,0.00,0.27,-0.36,0.82,0.00,0.00,HIT,0.47
436.96,1.99,-4.46,0.47,0.48,0.91,6.64,14.00,HIT,0.37
438.60,1.99,0.00,0.78,0.56,0.83,-0.00,0.00,MISS,-0.43
432.89,1.99,-5.59,0.65,-0.27,0.73,5.72,15.00,HIT,0.47
407.00,1.99,1.07,0.65,0.38,0.84,1.05,1.00,BULLETHITBULLET,0.41
622.91,0.10,-0.00,0.63,0.12,0.80,0.00,1.00,MISS,-0.00
611.93,0.10,-0.00,0.71,0.12,0.61,-0.00,12.00,MISS,0.00
567.67,0.10,-0.00,0.83,-0.00,0.54,-0.00,37.00,MISS,0.00
