distance,myBulletPower,opponentAdvancingVelocity,opponentBackwardWall,opponentCurrentGuessFactor,opponentDistanceLast10,opponentForwardWall,opponentLateralVelocity,opponentTimeSinceLastDeceleration,type,guessFactor
652,0.10,-1.29,0.71,-0.05,26,0.91,6.88,7,MISS,0.85
645,0.10,-0.57,0.68,-0.49,72,0.79,7.98,18,MISS,0.79
671,0.10,0,0.85,0.86,51.77,0.54,0,0,MISS,-0.00
684,0.10,-1.92,0.69,0.70,27.37,0.65,6.73,9,MISS,-0.43
674,0.10,-1.57,0.49,0.24,16.29,0.94,5.79,6,MISS,0.52
693,0.10,0.35,0.53,-0.30,36,0.97,8,8,MISS,0.39
723,0.10,0,0.87,0.52,10.25,0.69,0,1,HIT,0.05
738,0.10,-0.69,0.83,0.40,37.04,0.75,0.73,1,MISS,0.40
729,0.10,-2.76,0.71,-0.03,44,0.77,7.51,12,MISS,0.42
743,0.10,0.55,0.85,0.38,31.44,0.74,2.44,0,MISS,0.51
728,0.10,-1.61,0.79,0.29,13.57,0.71,4.73,6,MISS,0.43
632,0.10,-0.98,0.83,0.51,56.87,0.42,1.74,0,HIT,-0.20
627,0.10,0,0.84,0.30,2,0.35,0,7,HIT,-0.21
632,0.10,0,0.85,0.32,0,0.41,0,8,HIT,-0.20
640,0.10,-1.46,0.82,-0.22,32.60,0.56,1.37,2,MISS,0.17
626,0.10,1.35,0.55,-0.09,35.98,0.95,7.88,8,MISS,-0.52
605,0.10,-5.62,0.68,-0.01,36,0.54,5.69,8,MISS,0.24
562,0.13,0,0.82,-0.52,35.91,0.41,0,2,MISS,0.08
567,0.13,0,0.85,0.24,17.37,0.46,0,1,MISS,0.63
538,0.13,-1.93,0.79,0.06,35.94,0.44,2.30,0,MISS,0.80
457,0.13,-7.34,0.62,0.51,68.88,0.29,3.18,14,BULLETHITBULLET,0.18
399,0.12,0.81,0.22,0,33.19,0.84,1.26,1,MISS,1.00
419,0.12,-0.20,0.33,0.52,66.84,0.95,8,13,MISS,0.70
429,0.12,0.94,0.53,0.56,71.93,0.93,7.94,25,MISS,0.30
448,0.11,-0.50,0.74,0.19,4.38,0.88,2.96,3,MISS,-0.33
457,0.10,0.23,0.77,0.08,1.36,0.91,3,4,BULLETHITBULLET,0.36
455,0.10,6.64,0.64,0,26.13,0.81,2.22,7,MISS,0.66
550,0.10,3.44,0.66,0.34,70.84,0.95,7.22,20,MISS,0.65
566,0.10,0.06,0.75,0.33,6.31,0.87,4,4,MISS,0.67
580,0.10,2.25,0.66,0.39,71,0.76,7.68,15,MISS,0.15
616,0.10,0,0.62,0.67,34.94,0.85,0,0,MISS,0.45
599,0.10,-0.80,0.56,0.25,10,0.93,3.92,9,HIT,0.60
595,0.10,3.51,0.58,0.31,38,0.94,7.19,8,MISS,0.10
615,0.10,-3.84,0.74,0.22,15.03,0.84,4.61,6,MISS,-0.40
593,0.10,0,0.75,0.10,19.98,0.84,0,4,MISS,0.86
590,0.10,-0.53,0.65,-0.13,50.90,0.94,7.98,16,MISS,0.83
601,0.10,2.17,0.67,0.69,46.99,0.84,7.70,7,MISS,0.49
651,0.10,2.97,0.70,0.75,71.91,0.77,7.43,18,MISS,-0.28
657,0.10,0,0.86,0.49,8.85,0.68,0,3,MISS,-0.67
639,0.10,-0.05,0.62,0.08,5.99,0.92,3,16,MISS,0.94
632,0.10,3.26,0.64,-0.42,71.90,0.95,7.31,29,MISS,0.81
665,0.10,1.72,0.75,0.63,50.93,0.91,3.61,2,MISS,0.78
709,0.10,4.41,0.67,0.51,71,0.80,6.67,13,MISS,0.85
715,0.10,0,0.63,0.57,43.86,0.86,0,1,MISS,-1.00
681,0.10,-4.31,0.71,0.56,56.46,0.59,6.74,12,MISS,0.85
600,0.10,-6.39,0.69,-0.69,71.81,0.47,4.81,23,MISS,0.70
508,0.10,-5.23,0.68,0.79,69.96,0.35,2.94,0,MISS,0.69
477,0.10,-4.70,0.63,0.59,20.89,0.27,1.69,5,MISS,1.00
370,0.10,-7.80,0.52,0.63,68.98,0.18,1.76,3,HIT,0.57
281,1.99,8,0.54,0,71.87,0.70,0.18,18,MISS,-1.00
298,1.99,-0.78,0.53,-0.42,43.05,0.93,7.96,9,MISS,1.00
336,1.99,1.65,0.59,0.63,71.62,0.92,7.83,23,BULLETHITBULLET,0.15
379,1.99,2.25,0.73,0.50,62.88,0.83,4.46,1,MISS,-0.31
392,1.99,-1.28,0.61,-0.07,36,0.94,7.90,10,MISS,-0.42
387,1.99,0.30,0.71,0.12,15.98,0.89,5,5,MISS,1.00
396,1.99,0.67,0.63,0.53,71.97,0.76,7.97,20,BULLETHITBULLET,0.20
399,1.99,-2.54,0.63,1,70.84,0.65,7.59,34,MISS,-0.48
386,1.99,0.11,0.45,-0.02,36,0.92,8,8,MISS,0.04
423,1.99,0,0.75,0.31,27.95,0.82,0,3,MISS,-1.00
451,1.99,0.87,0.67,-0.52,71.97,0.89,7.95,19,MISS,0.39
494,1.61,-0.44,0.74,0.39,16,0.86,0.90,1,MISS,-0.10
511,1.48,0,0.73,0,0,0.83,0,13,MISS,0.03
528,1.37,0,0.71,-0.10,4.97,0.85,0,4,MISS,-0.17
550,1.27,-0.84,0.83,0.08,4.17,0.76,2.88,4,MISS,-0.42
549,0.65,0.79,0.65,0.20,11.05,0.93,3.92,4,MISS,0.98
567,0.62,3.56,0.68,-0.21,72,0.94,7.16,16,MISS,0.86
577,0.59,2.52,0.64,0.67,59.37,0.94,7.59,5,HIT,0.57
610,0.10,0.14,0.66,0.66,71.92,0.86,8,17,MISS,0.57
623,0.10,-1.13,0.81,0.61,18.97,0.71,2.78,3,MISS,0.80
605,0.10,-3.44,0.72,0.43,24,0.64,4.92,6,MISS,0.95
545,0.63,-5.49,0.66,0.61,71.90,0.62,5.82,17,BULLETHITBULLET,-0.23
504,0.60,-2.69,0.73,0.93,59.93,0.72,4.21,1,MISS,0.79
483,0.58,-3.18,0.62,0.43,69,0.86,7.34,11,HIT,0.52
444,0.55,-2.33,0.68,0.43,23.52,0.90,6.07,6,HIT,0.09
459,0.60,-1.75,0.66,0.12,26,0.96,6.78,7,MISS,-0.71
467,0.65,-0.15,0.60,-0.12,43.98,0.87,8,9,MISS,0.35
481,0.32,-0.28,0.53,0.47,32.95,0.89,1.98,2,MISS,0.11
505,0.31,0,0.83,0.11,4.95,0.67,0,1,HIT,0.06
517,0.30,0,0.84,-0.04,6.96,0.68,0,1,MISS,0.56
524,0.32,-1.62,0.79,0.04,5.96,0.65,2.53,14,HIT,0.21
473,0.31,-6.25,0.61,0.51,68.78,0.42,5,25,MISS,-0.81
468,0.30,0.77,0.36,0.38,16.09,0.94,5.95,6,MISS,0.60
477,0.32,0.74,0.57,-0.69,66,0.96,7.97,11,MISS,-0.19
493,0.31,0,0.83,0.60,14.19,0.76,0,1,MISS,0.79
438,0.30,-5.32,0.56,-0.08,51,0.73,5.98,12,MISS,0.45
377,0.29,-4.40,0.59,0.76,69.24,0.34,4.08,0,MISS,-0.96
388,0.29,-0.42,0.36,-0.15,21.23,0.95,6.49,6,MISS,1.00
398,0.16,0.05,0.52,0.55,71.98,0.95,8,17,MISS,0.70
419,0.16,1.21,0.54,1,72,0.95,7.91,28,HIT,0.50
430,0.10,0,0.78,0.20,12,0.78,0,5,MISS,-1.00
442,0.10,-0.04,0.56,-0.54,65.84,0.95,8,18,MISS,1.00
450,0.10,1.81,0.55,0.49,72,0.93,7.79,29,MISS,0.80
508,0.10,4.93,0.64,0.94,72,0.86,6.30,40,MISS,0.36
569,0.10,0,0.79,0.35,35.90,0.79,0,2,MISS,0.29
565,0.10,0,0.79,0.36,0,0.80,0,9,MISS,0.20
493,0.10,-2.14,0.75,0.19,20.12,0.84,3.38,1,BULLETHITBULLET,-0.22
498,0.10,2.32,0.61,-0.48,66,0.95,7.66,13,MISS,-0.32
529,0.10,-0.92,0.77,0.25,22.01,0.88,2.85,3,MISS,0.83
508,0.10,-0.84,0.60,-0.26,71,0.88,7.96,15,MISS,0.03
530,0.10,-0.55,0.61,0.37,8.02,0.87,1.92,3,MISS,0.42
520,0.10,1.18,0.74,0.43,57.61,0.90,2.76,0,MISS,-0.49
524,0.10,0,0.76,0.42,1.50,0.82,0,7,MISS,-0.60
516,0.10,0.13,0.63,-0.28,43.95,0.80,8,18,MISS,0.16
517,0.10,-0.49,0.60,0.28,8.54,0.92,3.47,3,MISS,-0.51
433,1.99,4.37,0.55,0,71.90,0.85,6.70,28,MISS,-0.17
459,1.99,0,0.82,-0.17,0,0.75,0,10,MISS,-0.81
499,1.99,2.26,0.58,-0.37,66,0.92,7.67,24,MISS,0.71
558,1.99,2.23,0.64,-0.80,65.98,0.85,3.32,0,HIT,0.54
559,1.99,-1.57,0.67,0.47,35.97,0.84,7.84,13,HIT,0.21
482,1.99,-0.21,0.83,0.48,44.82,0.69,0.98,0,MISS,-0.06
429,1.99,0.85,0.50,0.23,32.99,0.91,4.93,0,MISS,-0.24
409,1.99,-1.24,0.79,-0.13,20.95,0.60,1.57,2,MISS,-0.52
372,1.99,1.77,0.32,0,14.85,0.89,4.68,11,MISS,0.80
419,1.99,3.69,0.57,0.45,71.98,0.91,7.10,25,MISS,0.72
431,1.99,1.28,0.58,0,71.98,0.91,7.90,17,MISS,-0.62
445,1.99,-1.09,0.65,-0.16,44,0.91,7.93,9,MISS,0.66
441,1.99,3.11,0.75,0.35,14.02,0.84,3.92,7,MISS,0.74
502,1.99,4.03,0.71,0.33,71.81,0.71,6.91,21,MISS,0.51
494,1.99,0,0.44,0.74,5.07,0.84,0,4,MISS,-0.46
521,1.99,0,0.51,-0.01,1,0.84,0,4,MISS,-0.92
446,1.99,-1.63,0.78,-0.45,60.95,0.56,2.52,0,MISS,0.35
337,1.99,1.77,0.35,0,47.94,0.91,4.68,1,MISS,-0.83
278,1.99,-7.32,0.51,-0.34,50.95,0.29,3.23,10,MISS,-0.08
239,1.99,0.72,0.24,0,26.35,0.93,6.96,7,BULLETHITBULLET,0.35
287,1.99,7.03,0.51,0,70.84,0.80,3.82,21,MISS,1.00
356,0.94,4.03,0.51,0.60,70.84,0.92,6.91,38,MISS,1.00
362,0.94,3.44,0.54,0.66,71.70,0.92,7.22,52,MISS,0.35
407,0.94,-1.69,0.74,0.35,22.25,0.81,2.48,3,MISS,-0.43
406,0.86,-0.72,0.58,-0.24,35.85,0.90,7.97,15,MISS,-0.64
415,0.86,-1.30,0.64,0.05,20,0.93,5.86,6,MISS,1.00
418,0.86,-0.64,0.60,0.52,71.92,0.92,7.97,18,HIT,0.96
457,0.86,2.27,0.62,0.95,71.97,0.78,7.67,30,MISS,0.36
445,0.77,-0.86,0.74,0.87,62.31,0.43,3.91,0,HIT,-0.57
457,0.77,-0.29,0.49,-0.16,19.49,0.85,1.60,1,HIT,0.95
454,1.99,-0.45,0.60,0.43,67.69,0.93,7.99,13,MISS,0.32
473,1.99,-0.44,0.78,0.33,30.09,0.85,1.43,1,MISS,0.09
475,0.58,0,0.83,0.32,0.47,0.83,0,7,MISS,0.00
475,0.58,-0.07,0.80,0.09,21,0.89,2,1,MISS,-0.71
490,0.58,-0.86,0.67,-0.12,21,0.93,5.94,13,BULLETHITBULLET,0.04
487,0.58,2.06,0.61,-0.66,72,0.81,7.73,25,MISS,-0.56
514,0.58,-0.97,0.71,0.10,7.95,0.92,2.84,4,HIT,0.91
492,0.58,0.94,0.75,0.47,62.77,0.90,4.91,1,MISS,0.75
558,0.58,5.65,0.66,0.85,72,0.81,5.66,13,MISS,0.03
563,0.50,0.95,0.59,0.10,57,0.95,7.94,12,MISS,0.17
614,0.50,2.03,0.78,0.74,57.98,0.89,2.21,0,MISS,-0.23
583,0.40,-5.09,0.67,0.25,44,0.85,6.17,9,HIT,0.23
556,0.40,-0.27,0.79,-0.21,17.10,0.86,0.96,0,MISS,-0.57
566,1.99,-1.35,0.82,-0.17,21.21,0.61,2.68,4,MISS,-0.14
519,1.99,0,0.29,0.40,43,0.87,1,1,MISS,0.70
515,0.31,-0.02,0.74,-0.13,54.94,0.92,3,1,MISS,0.37
508,1.99,-0.51,0.66,0.56,44,0.87,7.98,10,MISS,-0.18
526,0.31,0,0.82,0.37,10,0.82,0,0,MISS,-0.51
503,0.31,-4.22,0.63,-0.09,51,0.92,6.80,11,HIT,0.56
513,0.31,2.06,0.65,0.45,62.86,0.73,7.73,6,BULLETHITBULLET,0.54
523,1.99,-0.77,0.70,0.52,70.97,0.33,7.96,17,MISS,-0.71
528,0.23,-1.73,0.31,0.09,40,0.96,7.81,8,MISS,0.83
520,0.23,0.99,0.57,-0.43,72,0.93,7.94,21,MISS,0.34
523,0.23,0,0.80,0.34,2.50,0.84,0,1,MISS,0.20
522,0.23,-0.07,0.73,0.05,9.94,0.94,4,15,MISS,-0.35
528,0.23,0,0.83,0.20,5,0.83,0,4,MISS,-1.00
532,0.23,-1.23,0.63,-0.30,66,0.84,7.91,18,HIT,0.76
532,0.23,0.32,0.63,-0.85,71.92,0.56,8,29,BULLETHITBULLET,-0.12
545,0.23,-2,0.41,0.34,22,0.96,5.65,7,MISS,-0.23
529,0.23,-4.55,0.72,-0.04,21.59,0.58,4.64,6,MISS,-0.12
504,0.23,2.46,0.57,0,19.26,0.90,3.07,4,MISS,-0.70
499,0.23,-3.66,0.61,-0.21,40.25,0.62,7.11,8,MISS,0.99
440,0.23,-5.23,0.63,0.52,68.74,0.50,4.65,1,MISS,1.00
344,0.23,-7.47,0.48,0.59,71.92,0.30,2.86,12,HIT,0.32
234,1.46,-1.89,0.66,0,59.95,0.21,0.66,0,MISS,-0.99
280,1.43,0.69,0.22,-0.65,60.77,0.91,7.97,12,MISS,0.75
320,1.46,0,0.76,0.74,39.85,0.77,0,0,MISS,-0.87
405,0.23,1.81,0.71,0,54.64,0.88,2.39,1,MISS,0.99
466,0.23,2.38,0.60,0.45,67.85,0.86,7.64,12,MISS,0.87
488,0.23,-1.70,0.62,0.64,70.97,0.61,7.82,26,MISS,-0.41
485,0.23,-0.18,0.39,0.26,11.78,0.93,3.50,3,MISS,0.23
504,0.23,-2.58,0.75,0.40,12.67,0.68,3.06,4,MISS,0.50
492,0.14,0,0.62,0.50,35.91,0.83,0,2,MISS,-0.63
503,0.14,-1.33,0.77,-0.04,6,0.76,2.69,13,HIT,0.73
502,0.14,-0.58,0.61,-0.61,69,0.86,7.98,16,BULLETHITBULLET,0.74
490,0.14,-0.26,0.72,0.02,7.96,0.88,2.99,5,HIT,0.64
523,0.14,0,0.82,0.52,2.03,0.67,0,1,MISS,0.89
513,0.13,-3.48,0.64,0.28,43.88,0.72,7.20,13,MISS,1.00
431,0.13,-6.40,0.55,0.59,71.96,0.51,4.79,36,BULLETHITBULLET,0.98
476,0.13,-5.16,0.60,0.84,71.83,0.65,6.11,24,HIT,0.95
377,0.13,0,0.71,0,51.85,0.35,0,0,BULLETHITBULLET,0.74
515,0.13,6.01,0.12,0.29,70.84,0.88,5.28,23,BULLETHITBULLET,0.60
443,0.13,7.89,0.16,0,61.62,0.75,1.32,12,MISS,1.00
528,0.13,2.32,0.35,0.81,70.84,0.96,7.66,35,BULLETHITBULLET,0.50
542,0.13,0.77,0.62,0.40,71.96,0.95,7.96,46,MISS,1.00
549,0.13,0.07,0.66,0.40,71.94,0.94,8,57,MISS,0.89
537,0.13,0.08,0.64,0.78,72,0.87,8,68,MISS,0.30
512,0.13,-2.01,0.68,0.77,59.67,0.69,6.71,3,MISS,-0.55
492,0.13,1.72,0.52,0.38,36,0.96,7.81,8,MISS,0.33
514,0.13,-0.31,0.84,0.33,39.37,0.71,0.39,0,MISS,-0.26
524,0.14,0,0.76,0,0,0.80,0,13,MISS,0.68
529,0.14,0.22,0.71,0.29,25.76,0.93,3,4,HIT,0.37
462,1.99,-0.74,0.51,-0.20,42.88,0.93,7.97,9,BULLETHITBULLET,0.62
448,1.99,8,0.70,0,71.94,0.26,0.08,29,HIT,-0.96
475,1.99,-0.36,0.66,-0.77,72,0.91,8,23,BULLETHITBULLET,0.23
450,1.99,-4.61,0.59,0.04,44,0.86,6.54,9,MISS,-0.06
407,1.99,0.10,0.69,0.19,5.89,0.93,5,5,MISS,-0.12
430,1.99,-1.05,0.70,0.14,21.68,0.84,5.91,6,MISS,-0.14
435,1.99,0.49,0.65,0.21,0.82,0.92,4.47,4,MISS,0.15
430,1.99,-2,0.71,0.17,32.98,0.83,4.58,0,MISS,-0.75
426,1.99,-0.24,0.69,-0.12,27.93,0.93,7,10,MISS,0.55
461,1.99,1.92,0.75,-0.75,65.94,0.90,3.51,0,MISS,-0.03
455,1.99,0,0.82,0.55,10.49,0.82,0,3,MISS,0.22
422,1.99,0,0.76,-0.03,0.50,0.83,0,4,MISS,0.24
422,1.99,-1.02,0.81,0.22,25.99,0.80,1.10,1,MISS,-0.12
440,1.99,0,0.73,0.24,4.12,0.81,0,5,MISS,0.50
434,1.99,0,0.77,-0.12,1,0.83,0,6,MISS,0.49
427,1.99,0,0.65,0.37,66,0.89,8,20,BULLETHITBULLET,0.23
458,1.39,0,0.81,0.49,4,0.80,0,3,MISS,-0.86
442,0.94,2.28,0.60,-0.30,56.63,0.92,7.67,16,MISS,0.69
491,0.89,4.96,0.65,-0.80,72,0.81,6.28,29,MISS,-0.13
496,0.84,0.77,0.79,0.68,35.84,0.74,2.90,0,MISS,-0.96
592,0.84,1.53,0.68,0.80,70.84,0.87,7.85,35,BULLETHITBULLET,0.97
498,0.79,1.34,0.61,-0.03,51,0.95,7.89,10,HIT,0.96
550,0.89,4.15,0.66,-0.76,72,0.93,6.84,22,MISS,0.19
531,0.93,3.34,0.71,0,9.17,0.86,2.20,4,MISS,-0.92
547,0.88,-1.30,0.67,-0.18,39.95,0.84,7.89,8,MISS,0.46
533,0.85,1.83,0.62,-0.23,46.27,0.93,7.79,9,BULLETHITBULLET,0.99
541,0.83,3.87,0.75,0,15.14,0.72,1,4,MISS,-0.57
532,0.86,1.30,0.66,-0.24,50.67,0.93,7.89,14,BULLETHITBULLET,0.98
528,0.85,0,0.83,-0.57,4,0.75,0,2,MISS,-0.32
542,0.86,0,0.79,-0.32,3.51,0.81,0,5,MISS,-0.85
540,0.86,-0.45,0.74,-0.07,14.84,0.92,4.98,17,MISS,0.64
529,0.84,-0.77,0.67,-0.52,72,0.80,7.96,29,MISS,-0.09
520,0.94,1.18,0.57,0.24,35.98,0.95,5.88,2,MISS,0.13
515,0.94,-2.59,0.77,0.25,5.09,0.83,4.28,5,MISS,0.23
515,0.34,0,0.74,0.24,15.48,0.84,0,0,MISS,0.28
515,0.33,0.28,0.66,0.12,21,0.96,6,11,MISS,-0.15
514,0.32,0,0.80,0.28,10.96,0.84,0,2,MISS,-0.60
500,0.21,-3.03,0.61,-0.02,36,0.84,7.40,13,MISS,0.06
506,0.20,-0.52,0.63,0.37,21.99,0.92,2.95,3,MISS,1.00
509,0.20,3.84,0.63,0.51,71.54,0.93,7.02,17,BULLETHITBULLET,0.10
565,0.19,5.14,0.67,0.91,72,0.90,6.13,28,MISS,-0.52
576,0.12,-0.98,0.66,-0.25,66,0.92,7.94,13,MISS,-0.57
568,0.12,-0.59,0.79,0.18,16.54,0.89,2.43,2,MISS,1.00
549,0.12,-1.68,0.63,-0.22,67.50,0.93,7.82,13,MISS,1.00
577,0.12,4.63,0.66,0.88,70.97,0.79,6.53,27,MISS,0.40
649,0.10,2.60,0.71,0.91,70.84,0.68,7.57,39,MISS,-0.41
618,0.10,1.34,0.55,-0.28,51,0.96,7.89,10,MISS,-0.25
630,0.10,-2.05,0.75,0.09,4.26,0.83,4.56,5,MISS,0.55
604,0.10,0,0.84,-0.25,43.88,0.73,0,1,HIT,0.06
583,0.10,-0.35,0.62,0.05,44,0.94,8,9,MISS,0.29
581,0.10,0.36,0.66,-0.52,72,0.95,8,20,MISS,-0.70
581,0.10,-2.66,0.76,0.48,3.97,0.87,4.23,5,MISS,1.00
537,0.10,-1.45,0.63,-0.60,71.93,0.84,7.87,20,MISS,0.27
531,0.10,-2.08,0.60,0.98,71.73,0.87,7.72,31,MISS,-1.00
525,0.10,-1.86,0.69,0.44,15.25,0.93,5.70,6,MISS,1.00
486,0.10,-0.81,0.59,-0.66,71.72,0.94,7.96,17,HIT,0.96
467,0.10,3.08,0.57,0.87,71.18,0.95,7.39,29,MISS,0.15
514,0.10,3.58,0.63,0.81,71.63,0.90,7.16,40,MISS,-1.00
454,0.10,3.17,0.56,-0.65,71.42,0.94,7.35,16,MISS,-0.10
499,0.10,-0.40,0.78,0.30,22.02,0.91,2.97,3,HIT,0.96
495,0.10,1.94,0.62,0.48,68.71,0.92,7.76,3,MISS,0.72
481,0.10,-1.62,0.60,0.96,70.84,0.83,7.83,15,HIT,0.26
472,0.10,0.02,0.80,0.29,33.62,0.73,0.75,0,MISS,-1.00
470,0.10,0.91,0.57,-0.36,54.63,0.93,7.95,10,MISS,0.67
471,0.10,3.60,0.56,-0.99,71.99,0.94,7.14,23,MISS,0.46
478,0.10,0,0.77,0.12,1,0.81,0,4,MISS,1.00
503,0.10,-0.13,0.61,0.54,67.97,0.95,8,3,MISS,1.00
517,0.10,1.67,0.63,0.55,71.96,0.96,7.82,17,MISS,0.36
541,0.10,2.42,0.63,0.96,71.98,0.94,7.63,28,MISS,-0.56
541,0.10,0.59,0.64,-0.42,59.94,0.94,7.98,7,BULLETHITBULLET,0.97
559,0.10,-2.01,0.75,0.50,3,0.92,4.58,5,MISS,0.31
542,0.10,-1.62,0.74,0.32,30,0.94,4.73,1,MISS,-1.00
526,0.10,0.40,0.62,0.51,72,0.92,7.99,26,BULLETHITBULLET,0.48
534,0.10,-0.06,0.64,-0.40,64,0.97,8,12,MISS,0.60
522,0.10,0.25,0.78,0.56,1.07,0.86,2.99,3,MISS,-0.52
523,0.10,1.10,0.62,-0.16,40,0.95,7.92,8,MISS,-0.11
547,0.10,-0.80,0.78,0.26,2.04,0.90,2.89,3,MISS,0.19
528,0.10,-0.56,0.77,0.37,22.02,0.90,2.95,3,MISS,-0.18
532,0.10,1.26,0.70,0.04,26.02,0.92,6.89,7,MISS,-0.45
533,0.10,0.15,0.65,-0.14,57,0.97,8,11,MISS,0.02
545,0.10,0.03,0.79,0.25,22,0.90,3,3,MISS,-0.03
559,0.10,-0.87,0.75,-0.02,51,0.91,3.90,0,BULLETHITBULLET,-0.46
575,0.10,0,0.85,0.24,12,0.79,0,5,MISS,0.00
534,0.10,-0.07,0.84,0,39.94,0.87,1,1,MISS,-0.86
667,0.10,4.30,0.60,0,29.68,0.90,5.52,7,MISS,-0.70
671,0.10,-5.38,0.70,-0.08,36,0.67,5.92,8,MISS,0.41
602,0.10,-5.66,0.68,-0.56,72,0.55,5.65,19,MISS,-0.34
576,0.10,0,0.83,0.41,15.47,0.41,0,1,MISS,-0.85
604,0.10,0.91,0.47,-0.29,51,0.95,7.95,16,MISS,0.74
613,0.10,-1.24,0.64,-0.67,71.93,0.96,7.90,27,MISS,0.18
620,0.10,1.44,0.78,0.73,65.36,0.89,3.73,0,BULLETHITBULLET,-0.46
593,0.10,-1.55,0.68,-0.39,68.64,0.82,7.85,17,BULLETHITBULLET,0.21
626,0.10,-1.62,0.80,0.36,5,0.87,2.53,6,HIT,0.93
609,0.10,2.14,0.68,0.70,71.62,0.66,7.71,28,MISS,-0.68
605,0.10,0.03,0.45,0.13,11.94,0.94,5,5,MISS,1.00
634,0.10,2.58,0.69,0.71,72,0.92,7.57,27,BULLETHITBULLET,0.78
612,0.10,1.49,0.60,-0.36,72,0.95,7.86,16,MISS,0.59
687,0.10,1.40,0.82,0.69,59.94,0.77,1.43,0,MISS,-0.97
658,0.10,-3.55,0.71,-0.15,44.87,0.93,6.03,2,HIT,0.93
654,0.10,4.02,0.70,-0.56,71,0.81,6.92,14,MISS,0.69
716,0.10,4.78,0.72,-0.91,71.93,0.66,6.42,25,MISS,0.63
759,0.10,0.84,0.73,0.99,70.84,0.56,7.96,36,MISS,0.42
726,0.10,0,0.86,0.68,18.50,0.46,0,0,MISS,0.33
660,0.10,-6.82,0.72,0.28,56.84,0.37,4.18,11,MISS,-0.08
628,0.10,0,0.84,0.45,15.47,0.30,0,2,MISS,-0.03
651,0.10,0,0.42,0,5,0.90,2,4,MISS,-0.04
635,0.10,-5.55,0.75,-0.07,27.37,0.51,4.26,9,HIT,-0.36
622,0.10,-3.85,0.77,-0.41,6.46,0.63,3.19,5,BULLETHITBULLET,0.97
616,0.10,0,0.85,-0.04,18.48,0.49,0,0,MISS,-0.35
613,0.10,2.54,0.40,-0.30,56.82,0.96,7.59,13,MISS,0.32
636,0.10,5.68,0.67,0,25.82,0.84,1.93,6,HIT,0.40
723,0.10,4.02,0.71,0.27,70.84,0.88,6.91,20,MISS,0.04
739,0.10,0,0.72,0.48,17.37,0.86,0,1,MISS,0.21
737,0.10,-0.88,0.77,0.19,3,0.88,1.80,13,MISS,0.26
708,0.10,0,0.84,0.21,3.78,0.81,0,4,MISS,0.30
714,0.10,0.22,0.84,0.08,8.51,0.81,0.98,2,HIT,0.18
707,0.10,0,0.85,0.30,46,0.69,0,0,MISS,-0.27
701,0.10,-0.60,0.83,0.23,3,0.71,1.91,12,MISS,-0.54
701,0.10,-0.42,0.69,0.02,6,0.90,1.96,6,MISS,0.53
690,0.10,-1,0.69,-0.29,66,0.90,7.94,17,MISS,0.44
692,0.10,0.48,0.84,0.52,23.95,0.77,1.94,2,MISS,0.56
695,0.10,0,0.72,0.25,2,0.87,0,6,MISS,-0.80
688,0.10,-2.92,0.75,0.30,44.10,0.61,5.24,4,MISS,0.68
599,0.10,-6.84,0.69,-0.75,71.38,0.29,4.15,18,MISS,-0.20
505,0.10,0,0.15,0.68,27.90,0.78,0,0,MISS,0.52
528,0.10,1.87,0.24,-0.06,35.09,0.94,7.78,13,HIT,0.70
549,0.10,-1.48,0.53,0.48,32.78,0.94,6.84,6,HIT,0.49
563,0.10,-0.72,0.64,0.61,66,0.95,7.97,10,MISS,-0.25
571,0.10,-1.54,0.77,0.47,5.81,0.88,4.76,5,MISS,0.67
558,0.10,-1.53,0.65,-0.16,44,0.81,7.85,9,MISS,0.45
553,0.10,-0.51,0.66,0.49,43.98,0.68,7.98,9,MISS,-0.33
540,0.10,0.40,0.47,0.11,25.48,0.94,4.48,4,MISS,0.08
553,0.10,0.71,0.72,0.37,59.87,0.90,1.87,0,MISS,-0.91
545,0.10,-2.68,0.63,0.18,51,0.80,7.54,10,BULLETHITBULLET,0.40
543,0.10,-2.56,0.64,-0.78,71.43,0.77,7.58,21,HIT,0.19
505,0.10,-0.06,0.59,0.40,11.85,0.91,3.50,3,BULLETHITBULLET,0.24
523,0.10,1.06,0.72,0,28.55,0.84,1.06,1,MISS,1.00
539,0.10,1.14,0.59,0.37,66.33,0.96,7.92,13,MISS,0.80
554,0.10,1.67,0.65,0.82,72,0.96,7.82,24,HIT,0.50
511,1.99,8,0.72,0,71.93,0.78,0.13,24,MISS,-0.28
524,1.99,-1.84,0.70,-0.17,43.34,0.88,7.78,9,MISS,0.10
545,1.99,0,0.72,-0.28,4,0.82,0,3,MISS,-0.35
565,1.99,0,0.66,0.10,3.98,0.85,0,3,MISS,-0.41
568,1.99,-3.28,0.72,-0.15,36,0.78,7.30,17,MISS,-0.13
561,1.99,0,0.77,-0.41,20,0.86,0,4,MISS,0.78
607,1.99,3.65,0.68,0.57,69,0.83,7.12,10,BULLETHITBULLET,0.49
568,1.99,0.43,0.61,0,57,0.91,7.99,23,MISS,0.78
664,1.99,2.09,0.73,0.61,71.15,0.66,7.72,24,MISS,0.35
701,0.10,0,0.86,0.22,1.76,0.68,0,2,HIT,0.06
637,0.10,-6.34,0.71,0.29,60.77,0.68,4.87,14,MISS,-0.50
620,0.10,0,0.85,0.35,3,0.63,0,5,MISS,-0.34
